"object_id","esquema","nome","tipo","pasta","tabela_pai","create_date","modify_date","linhas","caracteres","escreve","verbos_escrita","alvos_escrita","chama_proc","qtd_refs","tabelas_ref","outras_ref"
"761925936","dbo","IV$PG_TRATORES","VIEW","views","","2024-12-16 14:58:17","2024-12-16 14:58:17","1","606","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"139967675","dbo","IV$PG_TURF","VIEW","views","","2017-02-03 17:26:20","2017-02-03 17:26:20","1","538","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"2124026798","dbo","IV$PG_VENDEDOR","VIEW","views","","2025-04-29 17:02:23","2025-04-29 17:02:23","1","429","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"1247499673","dbo","IV$PROCESSO","VIEW","views","","2025-02-17 17:46:04","2025-02-17 17:46:04","1","1410","False","","","False","3","IV_CODPROCESSO; IV_PROCDADO; IV_PROCESSO",""
"1425492207","dbo","IV$PRODUTO","VIEW","views","","2016-04-13 09:38:13","2020-07-15 08:18:26","29","902","False","","","False","2","IV_GlobalPar; IV_GlobalParCtrl",""
"623497450","dbo","IV$RESULTADO","VIEW","views","","2025-02-17 17:35:38","2025-02-17 17:35:38","1","1037","False","","","False","4","IV_ACAO; IV_CODPROCESSO; IV_PROCRESULTADO; IV_RESULTADO",""
"639497507","dbo","IV$RESULTADOFULL","VIEW","views","","2025-02-17 17:35:38","2025-02-17 17:35:38","1","5743","False","","","False","4","IV_ACAO; IV_CODPROCESSO; IV_PROCRESULTADO; IV_RESULTADO",""
"513593068","dbo","IV$S_AGENDA","VIEW","views","","2025-08-12 15:05:02","2025-08-12 15:05:02","45","916","False","","","False","6","IV_ACAO; IV_AGENDA; IV_OPERADOR; IV_PROCDADO; IV_PROCESSO; IV_PROCPERSP",""
"529593125","dbo","IV$S_CARTEIRA","VIEW","views","","2025-08-13 10:31:24","2025-08-13 10:31:24","49","1049","False","","","False","6","GE_PESSOA; GE_USUARIO; IVS_CARTEIRA; IVS_DEPTO; IVS_DEPTOPOT; IVS_PES",""
"607497393","dbo","IV$S_CONTATO","VIEW","views","","2025-02-17 17:35:38","2025-02-17 17:35:38","1","1533","False","","","False","2","GE_CONTATO; GE_CONTATOPAPEL",""
"591497336","dbo","IV$S_ENDERECOADIC","VIEW","views","","2025-02-17 17:35:38","2025-02-17 17:35:38","1","707","False","","","False","1","GE_PESSOAEND",""
"559497222","dbo","IV$S_HISTORICO","VIEW","views","","2025-02-17 17:35:38","2025-02-17 17:35:38","1","1634","False","","","False","5","IV_ACAO; IV_HISTORICO; IV_PROCDADO; IV_PROCPRODUTO; IV_RESULTADO",""
"527497108","dbo","IV$S_PESSOA","VIEW","views","","2025-02-17 17:35:37","2025-02-17 17:35:37","1","2348","False","","","False","1","GE_PESSOA",""
"543497165","dbo","IV$S_PESSOA_CLASSE","VIEW","views","","2025-02-17 17:35:37","2025-02-17 17:35:37","1","99","False","","","False","1","GE_PESSOACLASSE",""
"575497279","dbo","IV$S_RFV","VIEW","views","","2025-02-17 17:35:38","2025-02-17 17:35:38","1","573","False","","","False","4","IVS_CARTEIRA; IVS_DEPTO; IVS_DEPTOPOT; IVS_PES",""
"53015370","dbo","IV$TITULO","VIEW","views","","2017-09-11 11:49:35","2018-02-27 10:02:52","55","1305","False","","","False","2","EXT_TIT_ACRESC; EXT_TITULO",""
"1023498875","dbo","IV$TITULOEMPR","VIEW","views","","2025-02-17 17:35:39","2025-02-17 17:35:39","1","211","False","","","False","2","EXT_TITULO; GE_EMPRESA",""
