"referencing_id","esquema_ref","entidade_ref","referenced_id","referenced_class_desc","servidor_ref","banco_ref"
"42639395","dbo","GE_USUARIO","914102297","OBJECT_OR_COLUMN","",""
"42639395","dbo","IV_HISTORICO","1102626971","OBJECT_OR_COLUMN","",""
"42639395","dbo","IVS_CARTEIRA","1755153298","OBJECT_OR_COLUMN","",""
"42639395","dbo","IVS_DEPTO","1787153412","OBJECT_OR_COLUMN","",""
"42639395","dbo","IVS_PES","152491722","OBJECT_OR_COLUMN","",""
"42639395","dbo","tba_usuarios","1682977222","OBJECT_OR_COLUMN","",""
"46063350","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"46063350","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"46063350","dbo","IV_Q_AFERICAO_VENDA_MAQ","762537850","OBJECT_OR_COLUMN","",""
"46063350","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"48055257","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"48055257","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"48055257","dbo","IV_Q_CADASTROS_LISTAS","55086","OBJECT_OR_COLUMN","",""
"48055257","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"53015370","dbo","EXT_TIT_ACRESC","599113325","OBJECT_OR_COLUMN","",""
"53015370","dbo","EXT_TITULO","815446079","OBJECT_OR_COLUMN","",""
"55827411","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"55827411","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"55827411","dbo","IV_Q_GESTAO_PRODUTO___AMS","462780856","OBJECT_OR_COLUMN","",""
"55827411","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"58639452","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"58639452","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"58639452","dbo","IV_Q_PERCEPCAO_JD","2024550446","OBJECT_OR_COLUMN","",""
"58639452","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"60019445","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"60019445","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"60019445","dbo","IV_Q_REVISAO_1500H","12019274","OBJECT_OR_COLUMN","",""
"60019445","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"61399438","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"61399438","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"71827468","dbo","fcnDiasUteis","1071394936","OBJECT_OR_COLUMN","",""
"71827468","dbo","fva_getdata","567829235","OBJECT_OR_COLUMN","",""
"71827468","dbo","ge_pessoa","1957582012","OBJECT_OR_COLUMN","",""
"71827468","dbo","iv_acao","1458104235","OBJECT_OR_COLUMN","",""
"71827468","dbo","iv_agenda","1746105261","OBJECT_OR_COLUMN","",""
"71827468","dbo","iv_historico","1102626971","OBJECT_OR_COLUMN","",""
"71827468","dbo","iv_procdado","1646628909","OBJECT_OR_COLUMN","",""
"71827468","dbo","iv_resultado","603149194","OBJECT_OR_COLUMN","",""
"75199368","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"75199368","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"75199368","dbo","IV_Q_APRESENT_IMPLEMENTO","27199197","OBJECT_OR_COLUMN","",""
"75199368","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"82255498","dbo","IV_CLIENTEATRIB","110623437","OBJECT_OR_COLUMN","",""
"85015484","dbo","GE_EMPRESA","1301579675","OBJECT_OR_COLUMN","",""
"98255555","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"98255555","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"98255555","dbo","IV_Q_ACOMPANH_VENDA_JDE","994870661","OBJECT_OR_COLUMN","",""
"98255555","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"103827582","dbo","BI_OPORT_ABERTAS","71827468","OBJECT_OR_COLUMN","",""
"107967561","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"107967561","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"117731622","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"117731622","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"117731622","dbo","IV_Q_AVALIACAO_AMS_USADO","69731451","OBJECT_OR_COLUMN","",""
"117731622","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"119827639","dbo","GE_EMPRESA","1301579675","OBJECT_OR_COLUMN","",""
"119827639","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"119827639","dbo","IV_ACAO","1458104235","OBJECT_OR_COLUMN","",""
"119827639","dbo","IV_CLASSERES","78623323","OBJECT_OR_COLUMN","",""
"119827639","dbo","IV_HISTORICO","1102626971","OBJECT_OR_COLUMN","",""
"119827639","dbo","IV_PROCDADO","1646628909","OBJECT_OR_COLUMN","",""
"119827639","dbo","IV_PROCESSO","1710629137","OBJECT_OR_COLUMN","",""
"119827639","dbo","IV_RESCLASSE","475148738","OBJECT_OR_COLUMN","",""
"119827639","dbo","IV_RESULTADO","603149194","OBJECT_OR_COLUMN","",""
"119827639","dbo","IVS_CARTEIRA","1755153298","OBJECT_OR_COLUMN","",""
"119827639","dbo","IVS_PES","152491722","OBJECT_OR_COLUMN","",""
"123967618","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"123967618","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"128875676","dbo","X_CRM_BI_CONGLOMERADO","1403308209","OBJECT_OR_COLUMN","",""
"128875676","dbo","X_TOTVS_CRM_FATURAMENTO","48875391","OBJECT_OR_COLUMN","",""
"128875676","dbo","X_V_COL_CRM_PESSOA","","OBJECT_OR_COLUMN","TOTVS","TMPRD"
"135827696","dbo","GE_EMPRESA","1301579675","OBJECT_OR_COLUMN","",""
"135827696","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"135827696","dbo","IV_ACAO","1458104235","OBJECT_OR_COLUMN","",""
"135827696","dbo","IV_CLASSERES","78623323","OBJECT_OR_COLUMN","",""
"135827696","dbo","IV_HISTORICO","1102626971","OBJECT_OR_COLUMN","",""
"135827696","dbo","IV_PROCDADO","1646628909","OBJECT_OR_COLUMN","",""
"135827696","dbo","IV_PROCESSO","1710629137","OBJECT_OR_COLUMN","",""
"135827696","dbo","IV_RESCLASSE","475148738","OBJECT_OR_COLUMN","",""
"135827696","dbo","IV_RESULTADO","603149194","OBJECT_OR_COLUMN","",""
"135827696","dbo","IVS_CARTEIRA","1755153298","OBJECT_OR_COLUMN","",""
"135827696","dbo","IVS_PES","152491722","OBJECT_OR_COLUMN","",""
"137923713","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"137923713","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"137923713","dbo","IV_Q_OS_ABERTA","89923542","OBJECT_OR_COLUMN","",""
"137923713","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"139967675","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"139967675","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"143495740","dbo","GE_MEMBRO","1669580986","OBJECT_OR_COLUMN","",""
"143495740","dbo","GE_USUARIO","914102297","OBJECT_OR_COLUMN","",""
"151827753","dbo","GE_Empresa","1301579675","OBJECT_OR_COLUMN","",""
"151827753","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"151827753","dbo","IV_Acao","1458104235","OBJECT_OR_COLUMN","",""
"151827753","dbo","IV_CLASSERES","78623323","OBJECT_OR_COLUMN","",""
"151827753","dbo","IV_HISTORICO","1102626971","OBJECT_OR_COLUMN","",""
"151827753","dbo","IV_PROCDADO","1646628909","OBJECT_OR_COLUMN","",""
"151827753","dbo","IV_RESCLASSE","475148738","OBJECT_OR_COLUMN","",""
"151827753","dbo","IV_RESULTADO","603149194","OBJECT_OR_COLUMN","",""
"151827753","dbo","IVS_PES","152491722","OBJECT_OR_COLUMN","",""
"152439667","dbo","GE_USUARIO","914102297","OBJECT_OR_COLUMN","",""
"152439667","dbo","IV_ACAO","1458104235","OBJECT_OR_COLUMN","",""
"152439667","dbo","IV_AGENDA","1746105261","OBJECT_OR_COLUMN","",""
"152439667","dbo","IV_CodProcesso","430624577","OBJECT_OR_COLUMN","",""
"158115804","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"158115804","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"159495797","dbo","IV_ESTRPRODUTO","361208487","OBJECT_OR_COLUMN","",""
"161487704","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"161487704","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"161487704","dbo","IV_Q_QUALIDADE_PECAS","113487533","OBJECT_OR_COLUMN","",""
"161487704","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"172683813","dbo","GE_Pessoa","1957582012","OBJECT_OR_COLUMN","",""
"172683813","dbo","IV_Formulario","942626401","OBJECT_OR_COLUMN","",""
"172683813","dbo","IV_Q_COMISSAO_CONTACHAVE","124683642","OBJECT_OR_COLUMN","",""
"172683813","dbo","IV_Questionario","379148396","OBJECT_OR_COLUMN","",""
"175495854","dbo","IV_RESULTADO","603149194","OBJECT_OR_COLUMN","",""
"181731850","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"181731850","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"181731850","dbo","IV_Q_RESULTADO_DEMO","133731679","OBJECT_OR_COLUMN","",""
"181731850","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"186639908","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"186639908","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"186639908","dbo","IV_Q_ATUALIZACAO_PUK","138639737","OBJECT_OR_COLUMN","",""
"186639908","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"188019901","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"188019901","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"188019901","dbo","IV_Q_REVISAO_FIM_GARANTIA","140019730","OBJECT_OR_COLUMN","",""
"188019901","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"189399894","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"189399894","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"189399894","dbo","IV_Q_APROVACAO_TCSM","141399723","OBJECT_OR_COLUMN","",""
"189399894","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"191495911","dbo","IV_HISTORICO","1102626971","OBJECT_OR_COLUMN","",""
"191495911","dbo","IV_RESULTADO","603149194","OBJECT_OR_COLUMN","",""
"200543948","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"200543948","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"200543948","dbo","IV_Q_CANCEL_RENOVACAO_SEG","152543777","OBJECT_OR_COLUMN","",""
"200543948","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"203303934","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"203303934","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"203303934","dbo","IV_Q_TESTE1","155303763","OBJECT_OR_COLUMN","",""
"203303934","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"206115975","dbo","IMP_REL_TBA101","238116089","OBJECT_OR_COLUMN","",""
"206115975","dbo","IMP_REL_TBA101","238116089","OBJECT_OR_COLUMN","",""
"207495968","dbo","IV_DOCTOTIPO","718625603","OBJECT_OR_COLUMN","",""
"207495968","dbo","IV_ProcDocto","1678629023","OBJECT_OR_COLUMN","",""
"207495968","dbo","IV_PROCLINK","1806629479","OBJECT_OR_COLUMN","",""
"207495968","dbo","IV_Questionario","379148396","OBJECT_OR_COLUMN","",""
"208055827","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"208055827","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"208055827","dbo","IV_Q_ORIGEM_DA_RENDA","160055656","OBJECT_OR_COLUMN","",""
"208055827","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"215827981","dbo","iv_processo","1710629137","OBJECT_OR_COLUMN","",""
"215827981","dbo","IV_Processo","1710629137","OBJECT_OR_COLUMN","",""
"215827981","dbo","IV_Processo_bkp20230314","","OBJECT_OR_COLUMN","",""
"223496025","dbo","IV_HISTORICOTAG","1447832370","OBJECT_OR_COLUMN","",""
"232439952","dbo","IV_HISTORICO","1102626971","OBJECT_OR_COLUMN","",""
"232439952","dbo","IV_PROCDADO","1646628909","OBJECT_OR_COLUMN","",""
"232439952","dbo","IV_PROCESSO","1710629137","OBJECT_OR_COLUMN","",""
"232439952","dbo","iv_q$venda_perdida","2142786841","OBJECT_OR_COLUMN","",""
"232439952","dbo","IV_RESULTADO","603149194","OBJECT_OR_COLUMN","",""
"239496082","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"239496082","dbo","GE_PESSOAEND","2085582468","OBJECT_OR_COLUMN","",""
"241592099","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"241592099","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"241592099","dbo","IV_Q_CONDICOES_DE_VENDAS","193591928","OBJECT_OR_COLUMN","",""
"241592099","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"248544119","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"248544119","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"255392029","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"255392029","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"255392029","dbo","IV_Q_AFERICAO_VENDA_MQ_IM","1900585859","OBJECT_OR_COLUMN","",""
"255392029","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"255496139","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"256160108","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"256160108","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"256876132","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"256876132","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"256876132","dbo","IV_Q_INTERESSE_FUTURO_PRO","208875961","OBJECT_OR_COLUMN","",""
"256876132","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"260352142","dbo","GE_Empresa","1301579675","OBJECT_OR_COLUMN","",""
"260352142","dbo","GE_Pessoa","1957582012","OBJECT_OR_COLUMN","",""
"260352142","dbo","Ge_Usuario","914102297","OBJECT_OR_COLUMN","",""
"260352142","dbo","IV_Acao","1458104235","OBJECT_OR_COLUMN","",""
"260352142","dbo","IV_Agenda","1746105261","OBJECT_OR_COLUMN","",""
"264440066","dbo","BI_DTAPROVCREDITO","2119834764","OBJECT_OR_COLUMN","",""
"264440066","dbo","GE_LgTb","1605580758","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_PROCDADO","1646628909","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_PROCESSO","1710629137","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_PROCSTATMONIT","2094630505","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_Q$ACOMP_VEND_MAQUINAS","1211307525","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_Q$ACOMPANH_VENDA_JDE","98255555","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_Q$GESTAO_CREDITO","1207831515","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_Q$GESTAO_CREDITO_AMS","1230783592","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_Q$GESTAO_CREDITO_IMP","1166783364","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_Q$GESTAO_PRODUTO___AMS","55827411","OBJECT_OR_COLUMN","",""
"264440066","dbo","IV_Q$GESTAO_PRODUTO_IMPL","39827354","OBJECT_OR_COLUMN","",""
"265924169","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"265924169","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"265924169","dbo","IV_Q_OS_REVISAO_ENTREGA","217923998","OBJECT_OR_COLUMN","",""
"265924169","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"271392086","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"271392086","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"271392086","dbo","IV_Q_AFERICAO_POS_SOLUCAO","105103465","OBJECT_OR_COLUMN","",""
"271392086","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"271496196","dbo","IV_PROCTAG","1415832256","OBJECT_OR_COLUMN","",""
"276352199","dbo","GE_Pessoa","1957582012","OBJECT_OR_COLUMN","",""
"276352199","dbo","IV_Acao","1458104235","OBJECT_OR_COLUMN","",""
"276352199","dbo","IV_CLASSERES","78623323","OBJECT_OR_COLUMN","",""
"276352199","dbo","IV_HISTORICO","1102626971","OBJECT_OR_COLUMN","",""
"276352199","dbo","IV_PROCDADO","1646628909","OBJECT_OR_COLUMN","",""
"276352199","dbo","IV_RESCLASSE","475148738","OBJECT_OR_COLUMN","",""
"276352199","dbo","IV_RESULTADO","603149194","OBJECT_OR_COLUMN","",""
"276352199","dbo","IVS_Depto","1787153412","OBJECT_OR_COLUMN","",""
"276352199","dbo","IVS_PES","152491722","OBJECT_OR_COLUMN","",""
"276352199","dbo","X_CRM_BI_CONGLOMERADO","1403308209","OBJECT_OR_COLUMN","",""
"277628082","dbo","IV_Q$AFERICAO_PECAS","1796969528","OBJECT_OR_COLUMN","",""
"277628082","dbo","IV_Q$AFERICAO_SERVICOS","319392257","OBJECT_OR_COLUMN","",""
"277628082","dbo","IV_Q$AFERICAO_VENDA_MQ_IM","255392029","OBJECT_OR_COLUMN","",""
"277628082","dbo","IV_QUESTAO","315148168","OBJECT_OR_COLUMN","",""
"287496253","dbo","IV_PROCPRODUTO","1934629935","OBJECT_OR_COLUMN","",""
"288160222","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"288160222","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"302116317","dbo","EXT_VEICMARCA","407776610","OBJECT_OR_COLUMN","",""
"302116317","dbo","PRC_GET_SEQUENCIA_TABELA","501069021","OBJECT_OR_COLUMN","",""
"303496310","dbo","GE_SEQUENCIA","738101670","OBJECT_OR_COLUMN","",""
"304160279","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"304160279","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"310448330","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"310448330","dbo","GE_Pessoa_ita","1385928159","OBJECT_OR_COLUMN","",""
"310448330","dbo","mig_ge_pessoa","326448387","OBJECT_OR_COLUMN","",""
"317400350","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"317400350","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"317400350","dbo","IV_Q_AGUARDAR_PECAS","269400179","OBJECT_OR_COLUMN","",""
"317400350","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"318116374","dbo","EXT_VEICFAM","343776382","OBJECT_OR_COLUMN","",""
"318116374","dbo","EXT_VEICFAMREF","110115633","OBJECT_OR_COLUMN","",""
"318116374","dbo","GE_SEQUENCIA","738101670","OBJECT_OR_COLUMN","",""
"318116374","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"318116374","dbo","IV_PROPRIEDADE","219147826","OBJECT_OR_COLUMN","",""
"318116374","dbo","PRC_GET_SEQUENCIA_TABELA","501069021","OBJECT_OR_COLUMN","",""
"319392257","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"319392257","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"319392257","dbo","IV_Q_AFERICAO_SERVICOS","1516584491","OBJECT_OR_COLUMN","",""
"319392257","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"319496367","dbo","GE_SEQUENCIA","738101670","OBJECT_OR_COLUMN","",""
"320160336","dbo","IV_GLOBALPAR","974626515","OBJECT_OR_COLUMN","",""
"320160336","dbo","IV_GLOBALPARCTRL","1006626629","OBJECT_OR_COLUMN","",""
"327008246","dbo","IV_PROCPRODUTO","1934629935","OBJECT_OR_COLUMN","",""
"334116431","dbo","EXT_VEICMODELO","1135447219","OBJECT_OR_COLUMN","",""
"334116431","dbo","PRC_GET_SEQUENCIA_TABELA","501069021","OBJECT_OR_COLUMN","",""
"337488331","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"337488331","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"337488331","dbo","IV_Q_QUALIDADE_VENDAMAQ","289488160","OBJECT_OR_COLUMN","",""
"337488331","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"342448444","dbo","GE_UsuarioPerm","978102525","OBJECT_OR_COLUMN","",""
"342448444","dbo","IV_CLIENTEPROPR_ITA","1273927760","OBJECT_OR_COLUMN","",""
"342448444","dbo","IV_Propriedade","219147826","OBJECT_OR_COLUMN","",""
"342448444","dbo","IV_Propriedade_ita","1257927703","OBJECT_OR_COLUMN","",""
"350116488","dbo","EXT_VEIC","911446421","OBJECT_OR_COLUMN","",""
"350116488","dbo","ext_veicprop","1263447675","OBJECT_OR_COLUMN","",""
"350116488","dbo","GE_PESSOALINK","98099390","OBJECT_OR_COLUMN","",""
"350116488","dbo","imp_veiculo","399444597","OBJECT_OR_COLUMN","",""
"350116488","dbo","PRC_GET_SEQUENCIA_TABELA","501069021","OBJECT_OR_COLUMN","",""
"361104377","dbo","TESTE_acesso","345104320","OBJECT_OR_COLUMN","",""
"366116545","dbo","EXT_VEICREF","126115690","OBJECT_OR_COLUMN","",""
"366116545","dbo","IV_CLIENTEPROPR","174623665","OBJECT_OR_COLUMN","",""
"366116545","dbo","PRC_GET_SEQUENCIA_TABELA","501069021","OBJECT_OR_COLUMN","",""
"369592555","dbo","GE_PESSOA","1957582012","OBJECT_OR_COLUMN","",""
"369592555","dbo","IV_FORMULARIO","942626401","OBJECT_OR_COLUMN","",""
"369592555","dbo","IV_Q_ALTERADO_PAGAMENTO","321592384","OBJECT_OR_COLUMN","",""
"369592555","dbo","IV_QUESTIONARIO","379148396","OBJECT_OR_COLUMN","",""
"374448558","dbo","GE_PESSOA_ITA","1385928159","OBJECT_OR_COLUMN","",""
"374448558","dbo","MIG_GE_PESSOA","326448387","OBJECT_OR_COLUMN","",""
"374448558","dbo","PR_COL_MOVPESSOA","390448615","OBJECT_OR_COLUMN","",""
"382116602","dbo","EXT_VEICREF","126115690","OBJECT_OR_COLUMN","",""
