"SeqCampanha","Campanha","Descricao","Detalhe","Grupo","DtaInicio","DtaFim","EmUso","UsuInclusao","DtaInclusao","UsuAlteracao","DtaAlteracao","ProvedorSmsPL","Resultado","PrioridadeMail2Easy","DetHistorico","PRIORIDADEALLIN","PRIORIDADEEMAIL","PRIORIDADESMS","PRIORIDADECORREIO","SEQTXTPADRAO","INDINTERATIVO","CODCAMPANHA","SEQCONTEUDO","SEQFORMULARIO","SEQEMAILTEMPLATE","PROVEDOREMAILPL","EMAILHORAINI","EMAILHORAFIM","SMSHORAINI","SMSHORAFIM","QTDMSG","IDULTUPLOAD"
"14","AGRISHOW2012","Agrishow 2012","","","30/04/2012 00:00:00","07/05/2012 00:00:00","0","VTCCONS","30/04/2012 00:00:00","VTCCONS","30/04/2012 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"19","PESQUISA","PESQUISA SATISFAÇÃO FÁBRICA","","","24/07/2012 00:00:00","31/12/2049 00:00:00","0","MARCELO.EDER","24/07/2012 00:00:00","MARCELO.EDER","24/07/2012 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"21","AGR_2014","AGRISHOW 2014","CAMPANHA AGRISHOW2014","VENDAS","08/07/2013 00:00:00","31/12/2014 00:00:00","0","VTCCONS","08/07/2013 00:00:00","VTCCONS","08/07/2013 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"22","AT_EMAIL","Atualizar Email","Atualização de Email","Atualização","10/07/2013 00:00:00","31/12/2013 00:00:00","0","VTCCONS","10/07/2013 00:00:00","VTCCONS","10/07/2013 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"23","CAMP_141","Campanha dos 141","Campanha para queima total dos 141 tratores da série 5000 em estoque.","VENDAS","12/11/2014 00:00:00","31/12/2014 00:00:00","0","JULIANA.PLACIDI","12/11/2014 00:00:00","JULIANA.PLACIDI","12/11/2014 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"25","PROSP C/ FRO","Prospects c/ Frota","Campanha para registrar os monitoramentos ao segmento de Prospects com Frota. O objetivo é direcionar as vendas para esses prospects pois são potenciais clientes de máquinas agrícolas.","VENDAS","10/03/2015 00:00:00","31/12/2015 00:00:00","0","JULIANA.PLACIDI","10/03/2015 00:00:00","JULIANA.PLACIDI","10/03/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"29","AGRISHOW2015","AGRISHOW 2015","Oportunidades de venda geradas no período da Agrishow 2015","VENDAS","07/04/2015 00:00:00","31/12/2015 00:00:00","0","JACQUELINE.DUARTE","07/04/2015 00:00:00","JACQUELINE.DUARTE","07/04/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"30","FECHAM. MAIO","FECHAMENTO MAIO","campanha com 20 tratores para faturamento e pagamento até o final do mês de Maio..","VENDAS","26/05/2015 00:00:00","31/05/2015 00:00:00","0","JULIANA.PLACIDI","26/05/2015 00:00:00","JULIANA.PLACIDI","26/05/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"33","CALLCENTER","CALLCENTER","Essa campanha refere-se a carteira de clientes que encontra-se na base do Call Center: São eles: Ativos potencial Z e Prospects potencial: C, D, Z e sem potencial.","VENDAS","19/06/2015 00:00:00","19/08/2015 00:00:00","0","JULIANA.PLACIDI","19/06/2015 00:00:00","JULIANA.PLACIDI","19/06/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"34","JULHO 2015","JULHO 2015","Campanha focada nas principais culturas mais lucrativas, no mês de Julho. Serão criadas agendas para os CEN's.","VENDAS","13/07/2015 00:00:00","31/07/2015 00:00:00","0","MARILIA.RESENDE","13/07/2015 00:00:00","MARILIA.RESENDE","13/07/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"36","COPLANA 2015","COPLANA 2015","Campanha 2015 para os cooperativos.","VENDAS","13/07/2015 00:00:00","31/07/2015 00:00:00","0","MARILIA.RESENDE","13/07/2015 00:00:00","MARILIA.RESENDE","13/07/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"37","CULT_JUL15","CULTURA JULHO 2015","Monitorar campanha cultura julho 2015, agenda gerada pela Inteligência de Mercado.","VENDAS","16/07/2015 00:00:00","31/07/2015 00:00:00","0","MARILIA.RESENDE","16/07/2015 00:00:00","MARILIA.RESENDE","16/07/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"38","ENTR GARANTI","CONSORCIO ENTREGA GARANTIDA","Campanha referente ao consorcio coplana, para o período de Julho de 2015.","VENDAS","28/07/2015 00:00:00","31/08/2015 00:00:00","0","MARILIA.RESENDE","24/07/2015 00:00:00","MARILIA.RESENDE","24/07/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"39","43 TRATORES","43 TRATORES","Campanha de venda de 43 Tratores.","VENDAS","20/08/2015 00:00:00","20/09/2015 00:00:00","0","MARILIA.RESENDE","20/08/2015 00:00:00","MARILIA.RESENDE","20/08/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"41","CEBOLASET15","CEBOLA_SET_OUT_15","Campanha de vendas direcionadas com foco na carteira de clientes de Cebola da região de Monte Alto. Através da atuação da regional de Araraquara. Através do BI base de clientes totaliza 40 clientes.","VENDAS","04/09/2015 00:00:00","31/10/2015 00:00:00","0","JULIANA.PLACIDI","01/09/2015 00:00:00","JULIANA.PLACIDI","01/09/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"42","CAFESETOUT15","CAFÉ SETEMBRO A OUTUBRO 2015","CAMPANHA DE VENDAS COM PÚBLICO ALVO DA CULTURA CAFÉ. CARTEIRA DE 247 POTENCIAIS CLIENTES E CONDIÇÕES DE VENDAS PRÓ TRATOR, MODERFROTA E BARTER (TROCA POR CAFÉ).","VENDAS","04/09/2015 00:00:00","31/10/2015 00:00:00","0","MARCELO.EDER","04/09/2015 00:00:00","MARCELO.EDER","04/09/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"46","CABISET15","CABINADOS_SET_ E_OUT_15","Campanha de Setembro a Outubro de 2015 com foco em tratores cabinados para clientes da Cana, Grãos e Amendoim","VENDAS","11/09/2015 00:00:00","31/10/2015 00:00:00","0","JULIANA.PLACIDI","11/09/2015 00:00:00","JULIANA.PLACIDI","11/09/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"48","HORTISET15","HORTIÇAS_SET_E_OUT_15","Campanha de Setembro a Outubro de 2015 com foco em tratores 5055 para clientes de Hortaliças.
","VENDAS","11/09/2015 00:00:00","31/10/2015 00:00:00","0","JULIANA.PLACIDI","11/09/2015 00:00:00","JULIANA.PLACIDI","11/09/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"49","NAOCABISET15","NÃO_CABINADOS_SET_E_OUT_15","Campanha de Setembro a Outubro de 2015 com foco em tratores linha 5000 não cabinados para clientes da Cana, Grãos e Amendoim. 

","VENDAS","11/09/2015 00:00:00","31/10/2015 00:00:00","0","JULIANA.PLACIDI","11/09/2015 00:00:00","JULIANA.PLACIDI","11/09/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"50","MONIT_COPLAN","MONITORAMENTO COPLANA","Monitoramentos gerados através do gerente Zeção via Coplana.","VENDAS","15/09/2015 00:00:00","15/09/2016 00:00:00","0","JULIANA.PLACIDI","15/09/2015 00:00:00","JULIANA.PLACIDI","15/09/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"51","RET_FINAL_15","RETA FINAL 2015","RETA FINAL 2015","VENDAS","01/12/2015 00:00:00","29/02/2016 00:00:00","0","BRUNA.FELICIO","30/11/2015 00:00:00","BRUNA.FELICIO","30/11/2015 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"53","16AMEN_01_02","16_AMEND_01e02","Campanha para a colheita do Amendoim durante Janeiro e Fevereiro de 2016","VENDAS","17/02/2016 00:00:00","29/02/2016 00:00:00","0","JULIANA.PLACIDI","27/01/2016 00:00:00","JULIANA.PLACIDI","27/01/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"54","16_CAN_01A09","16_CAN_01A09","Campanha para Cana com o foco em plantio e colheita.","VENDAS","17/02/2016 00:00:00","30/09/2016 00:00:00","0","JULIANA.PLACIDI","28/01/2016 00:00:00","JULIANA.PLACIDI","28/01/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"55","16_CAF_01A05","16_CAF_01A05","Campanha de Café durante os meses de Janeiro e Maio com o objetivo de comercializar 5075 EF para a operação de Safra de Café que se inicia em Abril.","VENDAS","17/02/2016 00:00:00","31/05/2016 00:00:00","0","JULIANA.PLACIDI","28/01/2016 00:00:00","JULIANA.PLACIDI","28/01/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"56","16_CEB_01A04","16_CEB_01A04","Camapanha para os trato culturais da Cebola","VENDAS","17/02/2016 00:00:00","30/04/2016 00:00:00","0","JULIANA.PLACIDI","29/01/2016 00:00:00","JULIANA.PLACIDI","29/01/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"57","16_GOI_01A02","16_GOI_01A02","Campanha para venda de tratores 5000 para a cultura da Goiaba.","VENDAS","17/02/2016 00:00:00","29/02/2016 00:00:00","0","JULIANA.PLACIDI","29/01/2016 00:00:00","JULIANA.PLACIDI","29/01/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"58","16_LAR_01A12","16_LAR_01a12","Campanha para oferecer tratores para a safra e pulverização da Laranja.","VENDAS","17/02/2016 00:00:00","31/12/2016 00:00:00","0","JULIANA.PLACIDI","29/01/2016 00:00:00","JULIANA.PLACIDI","29/01/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"59","16_LIM_01A04","16_LIM_01a04","LIMÃO: JAN - ABR referente ao plantio e manejo que ocorre entre os meses de Jan e Jul.","VENDAS","17/02/2016 00:00:00","30/04/2016 00:00:00","0","JULIANA.PLACIDI","29/01/2016 00:00:00","JULIANA.PLACIDI","29/01/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"61","16_MAN_01A04","16_MAN_01a04","CAMPANHA MANGA DE JANEIRO A ABRIL","VENDAS","17/02/2016 00:00:00","30/04/2016 00:00:00","0","JULIANA.PLACIDI","01/02/2016 00:00:00","JULIANA.PLACIDI","01/02/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"62","16_PV_01A02","16_PV_01a02","CAMPANHAS PARA PULVERIZADORES NA SOJA","VENDAS","01/10/2016 00:00:00","31/12/2016 00:00:00","0","BRUNA.FELICIO","01/02/2016 00:00:00","BRUNA.FELICIO","01/02/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"63","16_CH_01A09","16_CH_01a09","Campanha Colhedoras de Cana Jan a Setembro 2016
","VENDAS","17/02/2016 00:00:00","30/09/2016 00:00:00","0","JULIANA.PLACIDI","17/02/2016 00:00:00","JULIANA.PLACIDI","17/02/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"64","16_SOJA_6A7","16_SOJA_06a07","Campanha para venda de tratores para a cultura da soja","VENDAS","01/06/2016 00:00:00","31/07/2016 00:00:00","0","JULIANA.PLACIDI","25/02/2016 00:00:00","JULIANA.PLACIDI","25/02/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"69","AGRISHOW 201","Agrishow 2016","Pedidos Agrishow","VENDAS","02/05/2016 00:00:00","31/12/2016 00:00:00","0","MARCELO.EDER","02/05/2016 00:00:00","MARCELO.EDER","02/05/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"74","16_CEB_05A07","16_CEB_05A07","Colheita de cebola Maio e Julho.","VENDAS","11/05/2016 00:00:00","31/07/2016 00:00:00","0","JULIANA.PLACIDI","11/05/2016 00:00:00","JULIANA.PLACIDI","11/05/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"76","16_GOI_05A09","16_GOI_05A09","Colheita da Goiaba de maio a setembro)","VENDAS","11/05/2016 00:00:00","30/09/2016 00:00:00","0","JULIANA.PLACIDI","11/05/2016 00:00:00","JULIANA.PLACIDI","11/05/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"77","16_LIM_05A08","16_LIM_05A08","Colheita do limão (maio a agosto).","VENDAS","11/05/2016 00:00:00","31/08/2016 00:00:00","0","JULIANA.PLACIDI","11/05/2016 00:00:00","JULIANA.PLACIDI","11/05/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"78","16_MAN_05A12","16_MAN_05A12","Colheita da Manga Maio à Dezembro","VENDAS","11/05/2016 00:00:00","31/12/2016 00:00:00","0","JULIANA.PLACIDI","11/05/2016 00:00:00","JULIANA.PLACIDI","11/05/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"79","16_AME_06A11","16_AME_06a11","CAMPANHA DE AMENDOIM VIGENTE DE JUNHO A NOVEMBRO 2016.","VENDAS","01/06/2016 00:00:00","30/12/2016 00:00:00","0","BRUNA.FELICIO","24/05/2016 00:00:00","BRUNA.FELICIO","24/05/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"81","16_CAF_06A12","16_CAF_06a12","CAMPANHA CAFE VIGENTE DE JUNHO A DEZEMBRO DE 2016","","31/10/2018 00:00:00","31/12/2018 00:00:00","0","BRUNA.FELICIO","24/05/2016 00:00:00","BRUNA.FELICIO","24/05/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"83","16_AME_06A12","16_AME_06a12","CAMPANHA DE AMENDOIM VIGENTE DE JULHO A DEZEMBRO 2016","VENDAS","01/07/2016 00:00:00","31/12/2016 00:00:00","0","BRUNA.FELICIO","01/07/2016 00:00:00","BRUNA.FELICIO","01/07/2016 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"84","EST 0 MOTO 0","Estoque Zero Moto Zero","Estoque Zero Moto Zero","VENDAS","31/03/2017 00:00:00","31/05/2017 00:00:00","0","VANESSA.ALVES","31/03/2017 00:00:00","VANESSA.ALVES","31/03/2017 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"87","AGRISHOW2017","Agrishow 2017","Agrishow 2017","VENDAS","08/05/2017 00:00:00","31/12/2017 00:00:00","0","VANESSA.ALVES","08/05/2017 00:00:00","VANESSA.ALVES","08/05/2017 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"88","NOVOS NEGOC","Novos Negócios","1ª Seleção para carteira de novos negócios
Esta agenda foi gerada com base em uma seleção de clientes com origem de receita Prefeitura, Indústria e Construtora.","VENDAS","22/02/2018 00:00:00","22/02/2018 00:00:00","0","VANESSA.ALVES","22/02/2018 00:00:00","VANESSA.ALVES","22/02/2018 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"89","PROSPECÇÃO_IM","PROSPECÇÃO IM","Prospecção IM","VENDAS","20/03/2018 00:00:00","31/12/2019 00:00:00","0","VANESSA.ALVES","20/03/2018 00:00:00","VANESSA.ALVES","20/03/2018 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"91","PROSP.EVENTO","Prospecção Evento","Prospecção de clientes de eventos","VENDAS","04/04/2018 00:00:00","31/12/2019 00:00:00","0","VANESSA.ALVES","04/04/2018 00:00:00","VANESSA.ALVES","04/04/2018 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"92","AGRISHOW2018","Agrishow 2018","Campanha Agrishow 2018

01/04 a 31/05/2018","VENDAS","01/04/2018 00:00:00","30/09/2018 00:00:00","0","VANESSA.ALVES","24/04/2018 00:00:00","VANESSA.ALVES","24/04/2018 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"94","PÓSAGRISHOW","Pós Agrishow18","Pós Agrishow 2018","VENDAS","25/07/2018 00:00:00","30/08/2018 00:00:00","0","VANESSA.ALVES","25/07/2018 00:00:00","VANESSA.ALVES","25/07/2018 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"95","COL SHOW18","COLORADO SHOW18","Campanha Colorado Show 2018
Evento acontecerá 13, 14 e 15/09/2018","VENDAS","05/09/2018 00:00:00","31/10/2018 00:00:00","0","VANESSA.ALVES","05/09/2018 00:00:00","VANESSA.ALVES","05/09/2018 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"96","CAMPTESTE","Teste Campanha","Teste Campanha","VENDAS","01/11/2018 00:00:00","30/11/2018 00:00:00","0","VANESSA.ALVES","31/10/2018 00:00:00","VANESSA.ALVES","31/10/2018 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"99","AGRISHOW2019","Agrishow 2019","Campanha Agrishow 2019

02/04/2019 a 31/06/2019","VENDAS","02/04/2019 00:00:00","30/06/2019 00:00:00","0","VANESSA.ALVES","02/04/2019 00:00:00","VANESSA.ALVES","02/04/2019 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"101","TRATOUR 2019","Tratour 2019","Campanha Trator 2019

01/04/2019 a 30/04/2019","VENDAS","03/04/2019 00:00:00","30/04/2019 00:00:00","0","VANESSA.ALVES","02/04/2019 00:00:00","VANESSA.ALVES","02/04/2019 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"102","CHEQUE BONUS","CHEQUE BONUS","Campanha de mkt, cheque bonus de R$ 20.000,00 na compra de um Trator, para utilização em peças, serviços","VENDAS","02/08/2019 00:00:00","31/12/2019 00:00:00","0","VANESSA.ALVES","02/08/2019 00:00:00","VANESSA.ALVES","02/08/2019 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"103","MALA_DIRETA","CAMPANHA MALA DIRETA","Envio de chave de trator para 100 clientes selecionados com foco em geração de oportunidade.","VENDAS","16/08/2019 00:00:00","31/12/2019 00:00:00","0","VANESSA.ALVES","16/08/2019 00:00:00","VANESSA.ALVES","16/08/2019 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"105","VIAGEM EUA20","Viagem Estados Unidos 2020","Envio de mala direta (Mala e Calendário). 58 clientes selecionados pela equipe comercial com foco em geração de oportunidade para venda de Colhedora.

Farm Progress Show 2020","VENDAS","01/11/2019 00:00:00","31/12/2019 00:00:00","0","VANESSA.ALVES","01/11/2019 00:00:00","VANESSA.ALVES","01/11/2019 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"107","NENHUMA","NENHUMA","Para indicar que não há vínculo com nenhuma campanha.","VENDAS","05/06/2024 00:00:00","31/12/2035 00:00:00","1","VANESSA.ALVES","02/01/2020 00:00:00","VANESSA.ALVES","02/01/2020 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"108","FEIRÃO_IMPL","FEIRÃO IMPLEMENTOS","FEIRÃO IMPLEMENTOS
Preços e Condições de Pagamentos Imperdíveis para toda a linha de Implementos. Pedidos realizados de 27/01/2020 a 07/02/2020 e Faturados até o dia 28/02/2020.","VENDAS","24/01/2020 00:00:00","28/02/2020 00:00:00","0","VANESSA.ALVES","23/01/2020 00:00:00","VANESSA.ALVES","23/01/2020 00:00:00","","","","","","","","","","","","","","","","","","","","",""
