"SeqAcaoAuto","Pcte","NroEmpresa","Resultado","ResultadoCmpl","Acao","SeqUsuario","AssuntoCmpl","Operacao","UsaObjDyn","Exigida","GerarPara","FormaGeracao","QtdeDias","QtdeHU","Departamento","AtivoReceptivo","FormaPrimCont","Prioridade","SemConfirmacao","TipoAgendamento","Mesmoprocesso","SeqOrder","CHKSUM","QuebraDNA","EXIGESCOLHAATDGRPO","INDGERAPARAPESPRC","EMUSO","PROPAGAFORMTRAB","SOLICDATAAGD","HORAAGENDA"
"9291","","7","2968","","","1122","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9292","","1","2968","","","1121","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9293","","13","2968","","","1255","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9294","","17","2968","","","1259","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9295","","","3675","","801","869","Processo Sem Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","0","0","0",""
"9296","","","2994","","708","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9297","","","3677","","577","656","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9298","","","3536","","835","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9299","","","3541","","836","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9300","","","3547","","840","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9301","","","3546","","837","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9302","","","3550","","838","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9303","","","3553","","839","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9304","","","3557","","835","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9305","","","3241","Outros","768","-5","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"9306","","","3241","Valor Acordado","768","-5","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"9307","","","3641","","855","0","","","0","S","","","0","0,00","","A","","2","S","A","N","100","","1","0","0","1","0","0",""
"9308","","","3642","","855","0","","","0","S","","","0","0,00","","A","","2","S","A","N","100","","1","0","0","1","0","",""
"9309","","","3686","","859","1422","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9310","","3","2432","Retorno demonstração","579","1124","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9311","","9","2432","Retorno demonstração","579","1123","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9312","","14","2432","Retorno demonstração","579","1256","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9313","","11","2432","Retorno demonstração","579","1125","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9314","","4","2432","Retorno demonstração","579","1158","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9315","","12","2432","Retorno demonstração","579","1127","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9316","","5","2432","Retorno demonstração","579","1159","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9317","","15","2432","Retorno demonstração","579","1257","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9318","","10","2432","Retorno demonstração","579","1160","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9319","","18","2432","Retorno demonstração","579","1260","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9320","","7","2432","Retorno demonstração","579","1122","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9321","","1","2432","Retorno demonstração","579","1121","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9322","","13","2432","Retorno demonstração","579","1255","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9323","","17","2432","Retorno demonstração","579","1259","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9324","","16","2432","Retorno demonstração","579","1258","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9325","","","3640","","767","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9326","","","3690","","867","879","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9329","","","3690","","868","862","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"9330","","","3697","","801","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9331","","2","3698","","672","1126","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9332","","3","3698","","672","1124","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9333","","9","3698","","672","1123","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9334","","14","3698","","672","1256","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9335","","11","3698","","672","1125","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9336","","4","3698","","672","1158","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9337","","12","3698","","672","1127","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9338","","5","3698","","672","1159","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9339","","15","3698","","672","1257","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9340","","10","3698","","672","1160","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9341","","18","3698","","672","1260","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9342","","7","3698","","672","1122","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9343","","1","3698","","672","1121","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9344","","13","3698","","672","1255","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9345","","17","3698","","672","1259","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9346","","16","3698","","672","1258","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9347","","","3227","","940025","686","","","0","S","","","0","0,00","","A","","2","S","A","N","100","","1","0","0","1","0","",""
"9348","","2","3249","","769","952","Compra Seminovo Não Aprovada","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9349","","3","3249","","769","953","Compra Seminovo Não Aprovada","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9350","","9","3249","","769","957","Compra Seminovo Não Aprovada","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9351","","14","3249","","769","962","Compra Seminovo Não Aprovada","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9005","","","2594","","616","735","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","0","0","0",""
"9006","","2","3585","","774","1126","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9007","","","3586","","672","0","Corrigida","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9008","","3","3585","","774","1124","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9009","","9","3585","","774","1123","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9010","","14","3585","","774","1256","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9011","","11","3585","","774","1125","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9012","","4","3585","","774","1158","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9013","","12","3585","","774","1127","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9014","","5","3585","","774","1159","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9015","","15","3585","","774","1257","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9016","","10","3585","","774","1160","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9017","","18","3585","","774","1260","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9018","","7","3585","","774","1122","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9019","","1","3585","","774","1121","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9020","","13","3585","","774","1255","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9021","","17","3585","","774","1259","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9022","","16","3585","","774","1258","Corrigir Pré-Entrega","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9023","","2","3590","","774","1126","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9024","","3","3590","","774","1124","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9025","","9","3590","","774","1123","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9026","","14","3590","","774","1256","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9027","","11","3590","","774","1125","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9028","","4","3590","","774","1158","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9029","","12","3590","","774","1127","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9030","","5","3590","","774","1159","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9031","","15","3590","","774","1257","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9032","","10","3590","","774","1160","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9033","","18","3590","","774","1260","Corrigir Orçamento Extra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9252","","13","3668","","769","961","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9253","","17","3668","","769","965","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9254","","16","3668","","769","964","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9258","","","3470","","706","1449","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9259","","2","3412","","826","1457","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"9260","","2","3502","","826","1457","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"9261","","","3569","","819","735","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9262","","","3670","","774","0","Corrigir Orçamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9263","","2","3671","","769","952","Necessário Ajuste","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9264","","3","3671","","769","953","Necessário Ajuste","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9265","","9","3671","","769","957","Necessário Ajuste","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9266","","14","3671","","769","962","Necessário Ajuste","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9267","","11","3671","","769","959","Necessário Ajuste","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9268","","4","3671","","769","954","Necessário Ajuste","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
