"SeqAcaoAuto","Pcte","NroEmpresa","Resultado","ResultadoCmpl","Acao","SeqUsuario","AssuntoCmpl","Operacao","UsaObjDyn","Exigida","GerarPara","FormaGeracao","QtdeDias","QtdeHU","Departamento","AtivoReceptivo","FormaPrimCont","Prioridade","SemConfirmacao","TipoAgendamento","Mesmoprocesso","SeqOrder","CHKSUM","QuebraDNA","EXIGESCOLHAATDGRPO","INDGERAPARAPESPRC","EMUSO","PROPAGAFORMTRAB","SOLICDATAAGD","HORAAGENDA"
"8386","","13","3412","","","1255","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8387","","17","3412","","","1259","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8388","","16","3412","","","1258","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8389","","","3413","Renegociável","768","-5","Crédito Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","N","100","","1","0","0","0","0","0",""
"8390","","","3414","","767","-15","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8391","","","3415","","767","-15","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8392","","2","3416","","772","1126","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8393","","3","3416","","772","1124","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8394","","9","3416","","772","1123","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8395","","14","3416","","772","1256","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8456","","7","3429","","805","1122","Análise Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8457","","1","3429","","805","1121","Análise Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8458","","13","3429","","805","1255","Análise Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8459","","17","3429","","805","1259","Análise Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8460","","16","3429","","805","1258","Análise Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8461","","2","3430","Sem Contrato","","1126","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8462","","3","3430","Sem Contrato","","1124","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8463","","9","3430","Sem Contrato","","1123","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8464","","14","3430","Sem Contrato","","1256","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8465","","11","3430","Sem Contrato","","1125","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8466","","4","3430","Sem Contrato","","1158","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8467","","12","3430","Sem Contrato","","1127","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8468","","5","3430","Sem Contrato","","1159","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8469","","15","3430","Sem Contrato","","1257","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8470","","10","3430","Sem Contrato","","1160","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8471","","18","3430","Sem Contrato","","1260","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8472","","7","3430","Sem Contrato","","1122","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8473","","1","3430","Sem Contrato","","1121","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8474","","13","3430","Sem Contrato","","1255","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8475","","17","3430","Sem Contrato","","1259","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8476","","16","3430","Sem Contrato","","1258","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","0",""
"8477","","2","3431","","805","1126","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8478","","3","3431","","805","1124","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8479","","9","3431","","805","1123","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8480","","14","3431","","805","1256","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8481","","11","3431","","805","1125","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8482","","4","3431","","805","1158","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8483","","12","3431","","805","1127","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8484","","5","3431","","805","1159","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8485","","15","3431","","805","1257","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8515","","9","3459","","772","1123","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8516","","14","3459","","772","1256","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8517","","11","3459","","772","1125","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8518","","4","3459","","772","1158","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8519","","12","3459","","772","1127","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8520","","5","3459","","772","1159","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8521","","15","3459","","772","1257","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8522","","10","3459","","772","1160","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8523","","18","3459","","772","1260","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8524","","7","3459","","772","1122","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8525","","1","3459","","772","1121","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8526","","13","3459","","772","1255","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8527","","17","3459","","772","1259","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8528","","16","3459","","772","1258","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8529","","","3461","","819","1379","Faturamento à vista","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"8530","","2","3462","","811","1126","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8531","","3","3462","","811","1124","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8532","","9","3462","","811","1123","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8533","","14","3462","","811","1256","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8534","","11","3462","","811","1125","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8535","","4","3462","","811","1158","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8536","","12","3462","","811","1127","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8537","","5","3462","","811","1159","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8538","","15","3462","","811","1257","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8539","","10","3462","","811","1160","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8540","","18","3462","","811","1260","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8541","","7","3462","","811","1122","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8542","","1","3462","","811","1121","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8543","","13","3462","","811","1255","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8544","","17","3462","","811","1259","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8545","","16","3462","","811","1258","Recebimento Não Confirmado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8546","","","3475","","819","1379","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8547","","2","3476","","811","1126","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8548","","3","3476","","811","1124","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8549","","9","3476","","811","1123","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8550","","14","3476","","811","1256","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8551","","11","3476","","811","1125","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8552","","4","3476","","811","1158","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8553","","12","3476","","811","1127","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8554","","5","3476","","811","1159","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8555","","15","3476","","811","1257","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8556","","10","3476","","811","1160","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8557","","18","3476","","811","1260","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8558","","7","3476","","811","1122","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8559","","1","3476","","811","1121","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8560","","13","3476","","811","1255","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8561","","17","3476","","811","1259","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8562","","16","3476","","811","1258","Créd; Aprovado Com Alterações","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8563","","2","3477","","811","1126","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8564","","3","3477","","811","1124","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8565","","9","3477","","811","1123","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8566","","14","3477","","811","1256","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8567","","11","3477","","811","1125","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8568","","4","3477","","811","1158","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8569","","12","3477","","811","1127","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8570","","5","3477","","811","1159","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8571","","15","3477","","811","1257","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8572","","10","3477","","811","1160","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8573","","18","3477","","811","1260","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8574","","7","3477","","811","1122","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8575","","1","3477","","811","1121","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8576","","13","3477","","811","1255","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8577","","17","3477","","811","1259","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8578","","16","3477","","811","1258","Crédito Negado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8579","","2","3482","","807","1126","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8580","","3","3482","","807","1124","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8581","","9","3482","","807","1123","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8582","","14","3482","","807","1256","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8583","","11","3482","","807","1125","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8584","","4","3482","","807","1158","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8585","","12","3482","","807","1127","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8586","","5","3482","","807","1159","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8587","","15","3482","","807","1257","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8588","","10","3482","","807","1160","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8589","","18","3482","","807","1260","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8590","","7","3482","","807","1122","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8591","","1","3482","","807","1121","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8592","","13","3482","","807","1255","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8593","","17","3482","","807","1259","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8594","","16","3482","","807","1258","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8595","","2","3482","","774","1126","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8596","","3","3482","","774","1124","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8597","","9","3482","","774","1123","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8598","","14","3482","","774","1256","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8599","","11","3482","","774","1125","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8600","","4","3482","","774","1158","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8601","","12","3482","","774","1127","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8602","","5","3482","","774","1159","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8603","","15","3482","","774","1257","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8604","","10","3482","","774","1160","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8605","","18","3482","","774","1260","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8606","","7","3482","","774","1122","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8607","","1","3482","","774","1121","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8608","","13","3482","","774","1255","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8609","","17","3482","","774","1259","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8610","","16","3482","","774","1258","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8611","","","3482","À Prazo","820","1380","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8612","","","3483","","820","1380","Sem Chassi","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8613","","","3483","","822","1379","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8614","","2","3485","","807","1126","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8615","","3","3485","","807","1124","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8616","","9","3485","","807","1123","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8617","","14","3485","","807","1256","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8618","","11","3485","","807","1125","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8619","","4","3485","","807","1158","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8620","","12","3485","","807","1127","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8621","","5","3485","","807","1159","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8622","","15","3485","","807","1257","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8623","","10","3485","","807","1160","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8624","","18","3485","","807","1260","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8625","","7","3485","","807","1122","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8626","","1","3485","","807","1121","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8627","","13","3485","","807","1255","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8628","","17","3485","","807","1259","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8629","","16","3485","","807","1258","Contrato Emitido","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8630","","2","3486","","807","1126","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8631","","3","3486","","807","1124","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8632","","9","3486","","807","1123","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8633","","14","3486","","807","1256","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8634","","11","3486","","807","1125","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8635","","4","3486","","807","1158","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8636","","12","3486","","807","1127","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8637","","5","3486","","807","1159","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8638","","15","3486","","807","1257","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8639","","10","3486","","807","1160","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8640","","18","3486","","807","1260","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8641","","7","3486","","807","1122","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8642","","1","3486","","807","1121","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8643","","17","3486","","807","1259","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8644","","16","3486","","807","1258","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8645","","13","3486","","807","1255","Contrato Não Necessário","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8646","","2","3464","","774","1108","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8647","","3","3464","","774","1109","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8648","","9","3464","","774","1114","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8649","","14","3464","","774","1116","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8650","","11","3464","","774","1113","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8651","","4","3464","","774","1110","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8652","","12","3464","","774","1144","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8653","","5","3464","","774","1143","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8654","","15","3464","","774","1117","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8655","","10","3464","","774","1112","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8656","","18","3464","","774","1120","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8657","","7","3464","","774","1111","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8658","","1","3464","","774","1107","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"8659","","13","3464","","774","1115","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8660","","17","3464","","774","1119","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8661","","16","3464","","774","1118","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8662","","2","3491","","","1126","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8663","","3","3491","","","1124","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8664","","9","3491","","","1123","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8665","","14","3491","","","1256","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8666","","11","3491","","","1125","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8667","","4","3491","","","1158","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8668","","12","3491","","","1127","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8669","","5","3491","","","1159","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8670","","15","3491","","","1257","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8671","","10","3491","","","1160","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8672","","18","3491","","","1260","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8673","","7","3491","","","1122","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8674","","1","3491","","","1121","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8675","","13","3491","","","1255","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8676","","17","3491","","","1259","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8677","","16","3491","","","1258","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8678","","2","3493","","","1126","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8679","","3","3493","","","1124","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8680","","9","3493","","","1123","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8681","","14","3493","","","1256","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8682","","11","3493","","","1125","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8683","","4","3493","","","1158","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8684","","12","3493","","","1127","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8685","","5","3493","","","1159","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"8686","","15","3493","","","1257","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
