"SeqPar","SeqGlbPar","NroEmpresa","Campo1","Campo2","Campo3","Campo4","Campo5","Campo6","Numero1","Numero2","Numero3","Numero4","Numero5","Numero6","Data1","Data2","Data3","Data4","Data5","Data6","Literal1","Literal2","Literal3","Literal4","Literal5","Literal6","Literal7","Literal8","Literal9","Literal10","DtaAlteracao","UsuAlteracao","SimNao1","SimNao2","SimNao3","SimNao4","SimNao5","SimNao6","SimNao7","SimNao8","SimNao9","SimNao10"
"372216","28","0","","","","","","","","","","","","","","","","","","","GIOVANI.DARAGONE","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372217","28","0","","","","","","","","","","","","","","","","","","","GUILHERME RIBEIRO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372218","28","0","","","","","","","","","","","","","","","","","","","GUILHERME SOUZA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372219","28","0","","","","","","","","","","","","","","","","","","","GUILHERME.SANTOS","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372220","28","0","","","","","","","","","","","","","","","","","","","GUSTAVO STIVANATTO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372221","28","0","","","","","","","","","","","","","","","","","","","GUSTAVO.SISDELLI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372222","28","0","","","","","","","","","","","","","","","","","","","HEITOR.MARTINEZ","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372223","28","0","","","","","","","","","","","","","","","","","","","HELENA.FIGUEIREDO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372224","28","0","","","","","","","","","","","","","","","","","","","HOMERO.DAMASCENO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372225","28","0","","","","","","","","","","","","","","","","","","","IGOR.GONÇALVES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372226","28","0","","","","","","","","","","","","","","","","","","","IGOR.JAQUINTO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372227","28","0","","","","","","","","","","","","","","","","","","","IGOR.MODESTO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372228","28","0","","","","","","","","","","","","","","","","","","","INT. MERCADO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372229","28","0","","","","","","","","","","","","","","","","","","","ISMAEL.FERREIRA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372230","28","0","","","","","","","","","","","","","","","","","","","IVIA.VIEIRA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372231","28","0","","","","","","","","","","","","","","","","","","","JOAO PERUSSI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372232","28","0","","","","","","","","","","","","","","","","","","","JOAO SOUZA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372233","28","0","","","","","","","","","","","","","","","","","","","JOAO.BOSINI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372234","28","0","","","","","","","","","","","","","","","","","","","JOAO.FILHO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372235","28","0","","","","","","","","","","","","","","","","","","","JOAO.GONCALVES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372236","28","0","","","","","","","","","","","","","","","","","","","JOAO.JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372237","28","0","","","","","","","","","","","","","","","","","","","JOAO.MENDES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372238","28","0","","","","","","","","","","","","","","","","","","","JORGE.JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372239","28","0","","","","","","","","","","","","","","","","","","","JOSE.JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372240","28","0","","","","","","","","","","","","","","","","","","","JOSE.RUFINO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372241","28","0","","","","","","","","","","","","","","","","","","","JUAREZ.JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372242","28","0","","","","","","","","","","","","","","","","","","","JULIA.COSTA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372243","28","0","","","","","","","","","","","","","","","","","","","JULIO VILLA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372244","28","0","","","","","","","","","","","","","","","","","","","JULIO.AMICI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372245","28","0","","","","","","","","","","","","","","","","","","","KELVIN.IRANO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372246","28","0","","","","","","","","","","","","","","","","","","","LALESCA.TABORDA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372247","28","0","","","","","","","","","","","","","","","","","","","LARISSA.MARQUES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372248","28","0","","","","","","","","","","","","","","","","","","","LAYNE.SOUZA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372249","28","0","","","","","","","","","","","","","","","","","","","LEANDRO.RESENDE","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372250","28","0","","","","","","","","","","","","","","","","","","","LEANDRO.ROMERO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372251","28","0","","","","","","","","","","","","","","","","","","","LEONARDO.FERNANDES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372252","28","0","","","","","","","","","","","","","","","","","","","LINEKER.PIVETA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372253","28","0","","","","","","","","","","","","","","","","","","","LIVIA.SILVA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372254","28","0","","","","","","","","","","","","","","","","","","","LUAN.MORI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372255","28","0","","","","","","","","","","","","","","","","","","","LUCAS FAGUNDES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372256","28","0","","","","","","","","","","","","","","","","","","","LUCAS KFOURI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372257","28","0","","","","","","","","","","","","","","","","","","","LUCAS.ALMEIDA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372258","28","0","","","","","","","","","","","","","","","","","","","LUCAS.BELINI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372259","28","0","","","","","","","","","","","","","","","","","","","LUCAS.FERNANDO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372260","28","0","","","","","","","","","","","","","","","","","","","LUCAS.HSOARES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372261","28","0","","","","","","","","","","","","","","","","","","","LUCAS.SOARES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372262","28","0","","","","","","","","","","","","","","","","","","","LUCAS.SOUZA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372263","28","0","","","","","","","","","","","","","","","","","","","LUIS.LUGLI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372264","28","0","","","","","","","","","","","","","","","","","","","LUIZ.CONTIERO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372265","28","0","","","","","","","","","","","","","","","","","","","LUIZ.FERREIRA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372266","28","0","","","","","","","","","","","","","","","","","","","LUIZ.FURTADO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372267","28","0","","","","","","","","","","","","","","","","","","","LUIZ.JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372268","28","0","","","","","","","","","","","","","","","","","","","MAICON.FIGUEIRA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372269","28","0","","","","","","","","","","","","","","","","","","","MARCELO.JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372270","28","0","","","","","","","","","","","","","","","","","","","MARCIO.FONSECA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372271","28","0","","","","","","","","","","","","","","","","","","","MARCOS.LIMA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372272","28","0","","","","","","","","","","","","","","","","","","","MARCOS.WILLIAN","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372273","28","0","","","","","","","","","","","","","","","","","","","MATEUS SANTOS","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372274","28","0","","","","","","","","","","","","","","","","","","","MATEUS.ANDRIANI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372275","28","0","","","","","","","","","","","","","","","","","","","MATHEUS APP","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372276","28","0","","","","","","","","","","","","","","","","","","","MATHEUS.AUGUSTO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372277","28","0","","","","","","","","","","","","","","","","","","","MATHEUS.LAZARETTI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372278","28","0","","","","","","","","","","","","","","","","","","","MICHEL.KOMASTI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372279","28","0","","","","","","","","","","","","","","","","","","","MURILO.PALLAMIN","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372280","28","0","","","","","","","","","","","","","","","","","","","MURILO.VIEIRA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372281","28","0","","","","","","","","","","","","","","","","","","","NETO TESTE APP","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372282","28","0","","","","","","","","","","","","","","","","","","","NETO.APP","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372283","28","0","","","","","","","","","","","","","","","","","","","NETO.PRADO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372284","28","0","","","","","","","","","","","","","","","","","","","NOVOS.NEGOCIOS","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372285","28","0","","","","","","","","","","","","","","","","","","","OTAVIO.PERINA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372286","28","0","","","","","","","","","","","","","","","","","","","RAFAEL ALVES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372287","28","0","","","","","","","","","","","","","","","","","","","RAFAEL.FELIPE","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372288","28","0","","","","","","","","","","","","","","","","","","","RAFAEL.LADEIA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372289","28","0","","","","","","","","","","","","","","","","","","","RAFAEL.MACHADO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372290","28","0","","","","","","","","","","","","","","","","","","","RAFAEL.NARDUCHI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372291","28","0","","","","","","","","","","","","","","","","","","","RAFAEL.REIS","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372292","28","0","","","","","","","","","","","","","","","","","","","RAO02","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372293","28","0","","","","","","","","","","","","","","","","","","","RENAN.CARLESCI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372294","28","0","","","","","","","","","","","","","","","","","","","RENATA ABRA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372295","28","0","","","","","","","","","","","","","","","","","","","RICARDO.ALEXANDRE","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372296","28","0","","","","","","","","","","","","","","","","","","","ROBSON.MENEGUETTI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372297","28","0","","","","","","","","","","","","","","","","","","","RODRIGO.TITO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372299","28","0","","","","","","","","","","","","","","","","","","","ROGERIO.NEVES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372300","28","0","","","","","","","","","","","","","","","","","","","ROGERIO.SILVA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372301","28","0","","","","","","","","","","","","","","","","","","","ROMULO.VENTURINI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372302","28","0","","","","","","","","","","","","","","","","","","","RUBENS JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372303","28","0","","","","","","","","","","","","","","","","","","","RUDI.PEREIRA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372304","28","0","","","","","","","","","","","","","","","","","","","RUY MORANDIM","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372305","28","0","","","","","","","","","","","","","","","","","","","SERGIO.CANDIDO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372306","28","0","","","","","","","","","","","","","","","","","","","TASSO.TOLEDO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372307","28","0","","","","","","","","","","","","","","","","","","","TAYNARA.BACELAR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372308","28","0","","","","","","","","","","","","","","","","","","","TESTE JUNO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372309","28","0","","","","","","","","","","","","","","","","","","","TESTE.JUNO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372310","28","0","","","","","","","","","","","","","","","","","","","VANDERLEI.JUNIOR","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372311","28","0","","","","","","","","","","","","","","","","","","","VANESSA.ALVES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372312","28","0","","","","","","","","","","","","","","","","","","","VENDAS.RAO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372313","28","0","","","","","","","","","","","","","","","","","","","VICTOR.FLORO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372314","28","0","","","","","","","","","","","","","","","","","","","VICTOR.SILVA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372315","28","0","","","","","","","","","","","","","","","","","","","VITOR CARRARA","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372316","28","0","","","","","","","","","","","","","","","","","","","WALTER.MORANDO","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372317","28","0","","","","","","","","","","","","","","","","","","","WANESSA FREITAS","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372318","28","0","","","","","","","","","","","","","","","","","","","WILLIAN ALVES","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"372319","28","0","","","","","","","","","","","","","","","","","","","WILSON.SARTORI","","","","","","","","","","29/04/2025 17:21:03","V:NICOLAS","","","","","","","","","",""
"11130","9405","0","Oxbo","","","","","","","","","","","","","","","","","","3587970","","","","","","","","","","08/04/2020 15:00:00","DIEGO.MARQUES","1","","","","","","","","",""
"11131","9401","0","John Deere","","","","","","","","","","","","","","","","","","TR6115E 12X12","","","","","","","","","","17/05/2020 16:30:00","DIEGO.MARQUES","1","1","","","","","","","",""
"11132","9401","0","John Deere","","","","","","","","","","","","","","","","","","TR6190J","","","","","","","","","","17/05/2020 16:30:00","DIEGO.MARQUES","1","1","","","","","","","",""
"11133","9401","0","John Deere","","","","","","","","","","","","","","","","","","TR7230J PWQ16X16","","","","","","","","","","17/05/2020 16:31:00","DIEGO.MARQUES","1","1","","","","","","","",""
"11134","9401","0","John Deere","","","","","","","","","","","","","","","","","","X126","","","","","","","","","","16/04/2020 15:06:00","DIEGO.MARQUES","1","","","","","","","","",""
"11136","9400","0","","","","","","","","","","","","","","","","","","","Matao Equip Industrial","","","","","","","","","","24/04/2020 10:40:00","DIEGO.MARQUES","0","0","0","0","0","0","0","0","1","0"
"11138","10","0","","","","","","","","","","","","","","","","","","","PBM0062","","","","","","","","","","29/04/2020 16:26:00","DIEGO.MARQUES","","","","","","","","","",""
"11139","9406","0","John Deere","","","","","","","","","","","","","","","","","","PL 1109-9L","","","","","","","","","","06/03/2025 08:29:00","NETO.PRADO","1","","","","","","","","",""
"11142","9401","0","New Holland","","","","","","","","","","","","","","","","","","TL65","","","","","","","","","","18/05/2020 08:51:00","DIEGO.MARQUES","1","0","","","","","","","",""
"11147","10","0","","","","","","","","","","","","","","","","","","","PBM0060","","","","","","","","","","27/05/2020 09:43:00","DIEGO.MARQUES","","","","","","","","","",""
"11148","9400","0","","","","","","","","","","","","","","","","","","","Luma Implementos","","","","","","","","","","29/05/2020 07:53:00","GABRIEL.PILO","0","0","0","0","0","0","0","0","1","0"
"11151","9401","0","","","","","","","","","","","","","","","","","","","PEÇAS","","","","","","","","","","01/06/2020 10:32:00","DIEGO.MARQUES","0","0","","","","","","","",""
"11154","9400","1","","","","","","","","","","","","","","","","","","","TDI","","","","","","","","","","02/06/2020 10:18:00","DIEGO.MARQUES","0","1","0","0","0","0","0","0","1","0"
"11155","9400","0","","","","","","","","","","","","","","","","","","","Makreis","","","","","","","","","","02/06/2020 10:19:00","DIEGO.MARQUES","0","1","0","0","0","0","0","0","1","0"
"11158","10","0","","","","","","","","","","","","","","","","","","","PBM0059","","","","","","","","","","04/06/2020 15:33:00","DIEGO.MARQUES","","","","","","","","","",""
"11159","10","0","","","","","","","","","","","","","","","","","","","PCQ0075","","","","","","","","","","04/06/2020 17:20:00","DIEGO.MARQUES","","","","","","","","","",""
"11160","10","0","","","","","","","","","","","","","","","","","","","PCQ0079","","","","","","","","","","04/06/2020 17:20:00","DIEGO.MARQUES","","","","","","","","","",""
"11161","10","0","","","","","","","","","","","","","","","","","","","PNW0042","","","","","","","","","","04/06/2020 17:20:00","DIEGO.MARQUES","","","","","","","","","",""
"11163","10","0","","","","","","","","","","","","","","","","","","","PNW0041","","","","","","","","","","04/06/2020 17:20:00","DIEGO.MARQUES","","","","","","","","","",""
"11164","10","0","","","","","","","","","","","","","","","","","","","PNW0029","","","","","","","","","","04/06/2020 17:21:00","DIEGO.MARQUES","","","","","","","","","",""
"11166","9401","0","John Deere","","","","","","","","","","","","","","","","","","TR6135M","","","","","","","","","","06/03/2025 09:06:00","NETO.PRADO","1","0","","","","","","","",""
"11167","9401","0","John Deere","","","","","","","","","","","","","","","","","","TR6150M","","","","","","","","","","06/03/2025 09:07:00","NETO.PRADO","1","0","","","","","","","",""
"15995","9400","1","","","","","","","","","","","","","","","","","","","Triton","","","","","","","","","","04/10/2023 07:35:00","LIVIA.SILVA","0","0","0","0","0","0","0","0","1","0"
"15997","26","0","1) Monitoramento","","","","","","2134,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:18:00","VTCCONS","","","","","","","","","",""
"15998","26","0","1) Monitoramento","","","","","","2137,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:20:00","VTCCONS","","","","","","","","","",""
"15999","26","0","1) Monitoramento","","","","","","2136,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:20:00","VTCCONS","","","","","","","","","",""
"16000","26","0","1) Monitoramento","","","","","","2141,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:24:45","VTCCONS","","","","","","","","","",""
"16001","26","0","1) Monitoramento","","","","","","2143,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:24:57","VTCCONS","","","","","","","","","",""
"16002","26","0","1) Monitoramento","","","","","","2176,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:25:10","VTCCONS","","","","","","","","","",""
"16003","26","0","1) Monitoramento","","","","","","2140,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:25:21","VTCCONS","","","","","","","","","",""
"16004","26","0","1) Monitoramento","","","","","","2142,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:25:33","VTCCONS","","","","","","","","","",""
"16005","26","0","1) Monitoramento","","","","","","555,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:21:00","VTCCONS","","","","","","","","","",""
"16006","26","0","1) Monitoramento","","","","","","590,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:26:00","VTCCONS","","","","","","","","","",""
"16007","26","0","1) Monitoramento","","","","","","559,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:26:00","VTCCONS","","","","","","","","","",""
"16008","26","0","1) Monitoramento","","","","","","658,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:26:00","VTCCONS","","","","","","","","","",""
"16009","26","0","1) Monitoramento","","","","","","660,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:27:00","VTCCONS","","","","","","","","","",""
"16010","26","0","1) Monitoramento","","","","","","661,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:27:00","VTCCONS","","","","","","","","","",""
"16011","26","0","1) Monitoramento","","","","","","662,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:27:00","VTCCONS","","","","","","","","","",""
"16012","26","0","2) Prospecção","","","","","","1586,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:27:00","VTCCONS","","","","","","","","","",""
"16013","26","0","2) Prospecção","","","","","","1590,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:27:00","VTCCONS","","","","","","","","","",""
"16014","26","0","2) Prospecção","","","","","","1663,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:27:00","VTCCONS","","","","","","","","","",""
"16015","26","0","3) Oportunidade","","","","","","2201,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:28:00","VTCCONS","","","","","","","","","",""
"16016","26","0","3) Oportunidade","","","","","","2143,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:39:00","VTCCONS","","","","","","","","","",""
"16017","26","0","4) Pedido","","","","","","679,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:39:00","VTCCONS","","","","","","","","","",""
"16018","26","0","4) Pedido","","","","","","664,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:40:00","VTCCONS","","","","","","","","","",""
"16019","26","0","5) Faturado","","","","","","436,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:41:00","VTCCONS","","","","","","","","","",""
"16020","26","0","5) Faturado","","","","","","2127,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:41:00","VTCCONS","","","","","","","","","",""
"16021","26","0","7) Venda Perdida","","","","","","610,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:41:00","VTCCONS","","","","","","","","","",""
"16022","26","0","7) Venda Perdida","","","","","","1675,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:41:00","VTCCONS","","","","","","","","","",""
"16023","26","0","8) Venda Cancelada","","","","","","2153,00","","","","","","","","","","","","","","","","","","","","","","09/10/2023 10:41:00","VTCCONS","","","","","","","","","",""
"16024","25","0","GTM","","","","","","","","","","","","","","","","","","Podadeira","","","","","","","","","","09/10/2023 11:29:00","LIVIA.SILVA","0","","","","","","","","",""
"16026","9401","0","John Deere","","","","","","","","","","","","","","","","","","CA S760","","","","","","","","","","25/10/2023 11:14:00","LIVIA.SILVA","1","0","","","","","","","",""
"16027","9401","0","","","","","","","","","","","","","","","","","","","2080HS","","","","","","","","","","06/03/2025 08:42:00","NETO.PRADO","0","0","","","","","","","",""
"16028","9401","0","John Deere","","","","","","","","","","","","","","","","","","2080HS","","","","","","","","","","10/09/2025 08:04:00","MATHEUS.AUGUSTO","0","0","","","","","","","",""
"16029","9401","0","","","","","","","","","","","","","","","","","","","2080HS","","","","","","","","","","06/03/2025 08:43:00","NETO.PRADO","0","0","","","","","","","",""
"16030","9401","0","John Deere","","","","","","","","","","","","","","","","","","2000HS","","","","","","","","","","10/09/2025 07:59:00","MATHEUS.AUGUSTO","0","0","","","","","","","",""
"16031","26","0","3) Oportunidade","","","","","","2134,00","","","","","","","","","","","","","","","","","","","","","","13/11/2023 14:55:00","VTCCONS","","","","","","","","","",""
"16032","26","0","3) Oportunidade","","","","","","2176,00","","","","","","","","","","","","","","","","","","","","","","13/11/2023 14:56:00","VTCCONS","","","","","","","","","",""
"16033","26","0","3) Oportunidade","","","","","","555,00","","","","","","","","","","","","","","","","","","","","","","13/11/2023 14:58:00","VTCCONS","","","","","","","","","",""
"11203","9412","0","John Deere","Corte esteira","","","","","","","","","","","","","","","","","PC735FD","","","","","","","","","","10/09/2025 09:10:00","MATHEUS.AUGUSTO","1","0","","","","","","","",""
"11206","9401","0","John Deere","","","","","","","","","","","","","","","","","","TR6190M","","","","","","","","","","26/08/2020 09:25:00","DIEGO.MARQUES","1","0","","","","","","","",""
"11207","9412","0","John Deere","Corte molinete","","","","","","","","","","","","","","","","","PC630F","","","","","","","","","","10/09/2025 09:10:00","MATHEUS.AUGUSTO","1","","","","","","","","",""
"11209","9400","1","","","","","","","","","","","","","","","","","","","Comercial Olímpia","","","","","","","","","","10/09/2020 13:16:00","DIEGO.MARQUES","1","0","0","0","0","0","0","0","0","0"
"11210","9413","0","","","","","","","","","","","","","","","","","","","Comercial Olimpia","","","","","","","","","","11/09/2020 11:16:00","DIEGO.MARQUES","","","","","","","","","",""
"11211","9405","0","New Holland","","","","","","","","","","","","","","","","","","TC5090","","","","","","","","","","15/09/2020 09:03:00","DIEGO.MARQUES","1","","","","","","","","",""
"11216","9400","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22/09/2020 13:28:00","DIEGO.MARQUES","0","0","0","0","0","0","0","0","1","0"
"11217","9400","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22/09/2020 13:29:00","DIEGO.MARQUES","0","0","0","0","0","0","0","0","1","0"
"11218","9400","0","","","","","","","","","","","","","","","","","","","Geraldo","","","","","","","","","","22/09/2020 13:31:00","DIEGO.MARQUES","0","0","0","0","0","0","0","0","1","0"
