"Origem","Tabela","ChaveN1","ChaveN2","ChaveStr","ChaveLocalN1","ChaveLocalN2","ChaveLocalStr","DtaAlteracao","IndMudanca"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2634","0","x","6321","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2635","0","x","6322","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2636","0","x","6323","0","x","26/11/2024 09:28:49","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2637","0","x","6340","0","x","26/11/2024 09:59:53","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2638","0","x","6341","0","x","26/11/2024 09:59:53","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2639","0","x","6342","0","x","26/11/2024 09:59:53","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2640","0","x","6343","0","x","26/11/2024 09:59:53","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2641","0","x","6344","0","x","26/11/2024 09:59:53","1"
"IMPORTAÇÃO NOROESTE","IV_CODPROCESSO","40","0","x","48","0","x","26/11/2024 09:28:30","1"
"IMPORTAÇÃO NOROESTE","IV_FORMULARIO","3049","0","x","122","0","x","26/11/2024 09:28:30","1"
"IMPORTAÇÃO NOROESTE","IV_FORMULARIO","3050","0","x","123","0","x","26/11/2024 09:28:30","1"
"IMPORTAÇÃO NOROESTE","IV_FORMULARIO","3056","0","x","124","0","x","26/11/2024 09:28:30","1"
"IMPORTAÇÃO NOROESTE","IV_FORMULARIO","3057","0","x","125","0","x","26/11/2024 09:28:30","1"
"IMPORTAÇÃO NOROESTE","IV_FORMULARIO","3060","0","x","126","0","x","26/11/2024 09:28:30","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1065","0","x","3143","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1066","0","x","3087","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1067","0","x","3053","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1068","0","x","3116","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1069","0","x","3067","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1070","0","x","3062","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1071","0","x","3068","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1072","0","x","3141","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1073","0","x","3098","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1074","0","x","3071","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1075","0","x","3072","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1076","0","x","3070","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1077","0","x","3137","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1078","0","x","3088","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1079","0","x","3044","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1080","0","x","3113","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1081","0","x","3112","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1082","0","x","3045","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1083","0","x","3046","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1084","0","x","3047","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1122","0","x","3048","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1123","0","x","3120","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1124","0","x","3049","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1125","0","x","3050","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1126","0","x","3051","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1127","0","x","3052","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1128","0","x","3054","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1130","0","x","3100","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1131","0","x","3138","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1132","0","x","3129","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1133","0","x","3077","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1134","0","x","3076","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1135","0","x","3114","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1136","0","x","3055","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1137","0","x","3056","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1141","0","x","3164","0","x","26/11/2024 09:57:05","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1142","0","x","3149","0","x","26/11/2024 09:57:00","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1143","0","x","3148","0","x","26/11/2024 09:57:00","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1144","0","x","3150","0","x","26/11/2024 09:57:00","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1145","0","x","3117","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1146","0","x","3057","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1147","0","x","3058","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1148","0","x","3059","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1149","0","x","3103","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1150","0","x","3060","0","x","26/11/2024 09:28:35","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1151","0","x","3061","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1153","0","x","3102","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1154","0","x","3063","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1155","0","x","3065","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1156","0","x","3064","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1157","0","x","3066","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1158","0","x","3163","0","x","26/11/2024 09:57:05","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1159","0","x","3152","0","x","26/11/2024 09:57:01","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1160","0","x","3151","0","x","26/11/2024 09:57:01","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1161","0","x","3153","0","x","26/11/2024 09:57:01","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1173","0","x","3069","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1178","0","x","3160","0","x","26/11/2024 09:57:04","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1179","0","x","3154","0","x","26/11/2024 09:57:01","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1180","0","x","3099","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1181","0","x","3081","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1182","0","x","3073","0","x","26/11/2024 09:28:36","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1183","0","x","3082","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1184","0","x","3074","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1185","0","x","3086","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1186","0","x","3075","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1187","0","x","3140","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1188","0","x","3115","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1189","0","x","3078","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1190","0","x","3079","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1191","0","x","3139","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1192","0","x","3080","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1193","0","x","3132","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1194","0","x","3083","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1195","0","x","3084","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1196","0","x","3085","0","x","26/11/2024 09:28:37","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1236","0","x","3165","0","x","26/11/2024 09:57:05","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1237","0","x","3162","0","x","26/11/2024 09:57:04","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1238","0","x","3161","0","x","26/11/2024 09:57:04","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1239","0","x","3156","0","x","26/11/2024 09:57:02","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1240","0","x","3155","0","x","26/11/2024 09:57:02","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1241","0","x","3089","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1242","0","x","3090","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1243","0","x","3091","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1244","0","x","3092","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1245","0","x","3093","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1247","0","x","3135","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1248","0","x","3094","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1249","0","x","3095","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1250","0","x","3136","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1251","0","x","3118","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1252","0","x","3157","0","x","26/11/2024 09:57:03","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1253","0","x","3158","0","x","26/11/2024 09:57:03","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1254","0","x","3159","0","x","26/11/2024 09:57:03","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1255","0","x","3101","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1256","0","x","3097","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1257","0","x","3096","0","x","26/11/2024 09:28:38","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1258","0","x","3104","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1259","0","x","3105","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1260","0","x","3108","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1261","0","x","3107","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1262","0","x","3110","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1263","0","x","3109","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1264","0","x","3111","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1265","0","x","3106","0","x","26/11/2024 09:28:39","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1268","0","x","3121","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1269","0","x","3119","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1270","0","x","3123","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1271","0","x","3125","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1272","0","x","3124","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1273","0","x","3122","0","x","26/11/2024 09:28:40","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1274","0","x","3126","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1275","0","x","3127","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1276","0","x","3128","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1277","0","x","3131","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1278","0","x","3130","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1279","0","x","3134","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1280","0","x","3133","0","x","26/11/2024 09:28:41","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1335","0","x","3142","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1348","0","x","3147","0","x","26/11/2024 09:28:43","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1349","0","x","3144","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1350","0","x","3145","0","x","26/11/2024 09:28:42","1"
"IMPORTAÇÃO NOROESTE","IV_RESULTADO","1351","0","x","3146","0","x","26/11/2024 09:28:42","1"
