"SeqCons","Var","Ord","Descricao","Padrao","DepAnt","Instrucao","InstrSql","Lista","SQLCmd","Externa","TpDado","Tudo","LimLow","CorLow","LimHig","CorHig"
"168","NR1","7","Dias alertar andamento parados","15","0","Andamentos há mais desta qtde de dias, irá alertar com um indicador.","","","","0","","0","","","",""
"168","OPT1","2","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE DPT.SEQDEPTO IN ( 2, 10 ,25 )
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","0","","","",""
"168","SN1","9","Listar pedidos faturados","1","0","","","","","0","","0","","","",""
"168","SN2","10","Resumo por modelo e data","1","0","","","","","0","","0","","","",""
"168","SN3","8","Somente processos em aberto:","0","0","","","","","0","","0","","","",""
"169","LS1","3","Cidade..:","","0","","SELECT DISTINCT PP.CIDADE
 FROM GE_PESSOA PP, IVS_PES CP
 WHERE CP.SEQPESSOA = PP.SEQPESSOA
 AND CP.SEQCARTEIRA IN ( #SELX1_ListChave ) 
 ORDER BY PP.CIDADE","","","0","","1","","","",""
"169","LS2","1","Tipo relatório:","","0","","","Resumo;Analítico","","0","","0","","","",""
"169","SELX1","2","Carteira..:","#NUM=1#LARG=0","0","","SELECT CARTEIRA, SEQCARTEIRA
 FROM IVS_CARTEIRA
 ORDER BY CARTEIRA","","","0","","0","","","",""
"170","DT1","5","Data do pedido entre:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"170","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"170","LS1","3","Família de Produtos","","0","","SELECT DISTINCT vnd.VENDA_TIPO_EQUIPAMEN
FROM IV_Q$VENDA_EQUIPAMENTO VND
ORDER BY 1","","","0","","1","","","",""
"170","LS2","1","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NROEMPRESA NOT IN('6' , '891')
ORDER BY 1","","","0","","1","","","",""
"170","LS3","4","Modelo do Equipamento","","1","","SELECT DISTINCT VND.VENDA_MODELO_EQUIPAM
FROM IV_Q$VENDA_EQUIPAMENTO VND
WHERE VND.VENDA_TIPO_EQUIPAMEN = :LS1
ORDER BY 1","","","0","","1","","","",""
"170","NR1","7","Dias alertar andamento parados","15","0","Andamentos há mais desta qtde de dias, irá alertar com um indicador.","","","","0","","0","","","",""
"170","OPT1","2","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE DPT.SEQDEPTO IN ( 2, 10 ,25 )
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","0","","","",""
"170","SN1","9","Listar pedidos faturados","1","0","","","","","0","","0","","","",""
"170","SN2","10","Resumo por modelo e data","1","0","","","","","0","","0","","","",""
"170","SN3","8","Somente processos em aberto:","0","0","","","","","0","","0","","","",""
"171","DT1","5","Data do pedido entre:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"171","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"171","LS1","3","Família de Produtos","","0","","SELECT DISTINCT vnd.VENDA_TIPO_EQUIPAMEN
FROM IV_Q$VENDA_EQUIPAMENTO VND
ORDER BY 1","","","0","","1","","","",""
"171","LS2","1","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NROEMPRESA NOT IN('6' , '891')
ORDER BY 1","","","0","","1","","","",""
"171","LS3","4","Modelo do Equipamento","","1","","SELECT DISTINCT VND.VENDA_MODELO_EQUIPAM
FROM IV_Q$VENDA_EQUIPAMENTO VND
WHERE VND.VENDA_TIPO_EQUIPAMEN = :LS1
ORDER BY 1","","","0","","1","","","",""
"171","NR1","7","Dias alertar andamento parados","15","0","Andamentos há mais desta qtde de dias, irá alertar com um indicador.","","","","0","","0","","","",""
"171","OPT1","2","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE DPT.SEQDEPTO IN ( 2, 10 ,25 )
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","0","","","",""
"171","SN1","9","Listar pedidos faturados","1","0","","","","","0","","0","","","",""
"171","SN2","10","Resumo por modelo e data","1","0","","","","","0","","0","","","",""
"171","SN3","8","Somente processos em aberto:","0","0","","","","","0","","0","","","",""
