Schema,Tabela,Coluna,Tipo,Anulavel,ChavePrimaria,ChaveEstrangeira,TabelaReferenciada,TamanhoMaximo,Precisao,Escala,Unicode,Unico
auditoria,AlteracaoDeCampo,AlteradoEm,datetime2(3),nao,sim,nao,,,3,,,nao
auditoria,AlteracaoDeCampo,AlteradoPorId,bigint,nao,nao,sim,seguranca.Usuario,,,,,nao
auditoria,AlteracaoDeCampo,Campo,varchar(60),nao,nao,nao,,60,,,nao,nao
auditoria,AlteracaoDeCampo,CorrelacaoId,uniqueidentifier,sim,nao,nao,,,,,,nao
auditoria,AlteracaoDeCampo,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
auditoria,AlteracaoDeCampo,Entidade,varchar(40),nao,nao,nao,,40,,,nao,nao
auditoria,AlteracaoDeCampo,Id,bigint,nao,sim,nao,,,,,,nao
auditoria,AlteracaoDeCampo,RegistroId,bigint,nao,nao,nao,,,,,,nao
auditoria,AlteracaoDeCampo,ValorAnterior,nvarchar(400),sim,nao,nao,,400,,,sim,nao
auditoria,AlteracaoDeCampo,ValorNovo,nvarchar(400),sim,nao,nao,,400,,,sim,nao
auditoria,CampoAuditado,Campo,varchar(60),nao,nao,nao,,60,,,nao,sim
auditoria,CampoAuditado,Entidade,varchar(40),nao,nao,nao,,40,,,nao,sim
auditoria,CampoAuditado,EstaAtivo,bit,nao,nao,nao,,,,,,nao
auditoria,CampoAuditado,Id,int,nao,sim,nao,,,,,,nao
auditoria,CampoAuditado,RetencaoMeses,smallint,nao,nao,nao,,,,,,nao
auditoria,EventoDeAcesso,AgenteUsuario,nvarchar(400),sim,nao,nao,,400,,,sim,nao
auditoria,EventoDeAcesso,Detalhe,nvarchar(1000),sim,nao,nao,,1000,,,sim,nao
auditoria,EventoDeAcesso,EnderecoIp,varchar(45),sim,nao,nao,,45,,,nao,nao
auditoria,EventoDeAcesso,Entidade,varchar(40),sim,nao,nao,,40,,,nao,nao
auditoria,EventoDeAcesso,Id,bigint,nao,sim,nao,,,,,,nao
auditoria,EventoDeAcesso,NomePrincipal,nvarchar(200),sim,nao,nao,,200,,,sim,nao
auditoria,EventoDeAcesso,OcorreuEm,datetime2(3),nao,sim,nao,,,3,,,nao
auditoria,EventoDeAcesso,RegistroId,bigint,sim,nao,nao,,,,,,nao
auditoria,EventoDeAcesso,Tipo,varchar(30),nao,nao,nao,,30,,,nao,nao
auditoria,EventoDeAcesso,UsuarioId,bigint,sim,nao,sim,seguranca.Usuario,,,,,nao
comercial,Alerta,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Alerta,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
comercial,Alerta,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
comercial,Alerta,ClienteId,bigint,nao,nao,sim,comercial.Cliente,,,,,nao
comercial,Alerta,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,Alerta,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
comercial,Alerta,Detalhe,nvarchar(2000),sim,nao,nao,,2000,,,sim,nao
comercial,Alerta,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
comercial,Alerta,EstaAtivo,bit,nao,nao,nao,,,,,,nao
comercial,Alerta,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Alerta,Id,bigint,nao,sim,nao,,,,,,nao
comercial,Alerta,Severidade,varchar(20),nao,nao,nao,,20,,,nao,nao
comercial,Alerta,Titulo,nvarchar(200),nao,nao,nao,,200,,,sim,nao
comercial,Alerta,Versao,rowversion,sim,nao,nao,,,,,,nao
comercial,Alerta,VigenteAte,date,sim,nao,nao,,,,,,nao
comercial,Alerta,VigenteDe,date,nao,nao,nao,,,,,,nao
comercial,CanalContato,ClienteId,bigint,sim,nao,sim,comercial.Cliente,,,,,nao
comercial,CanalContato,ContatoId,bigint,sim,nao,sim,comercial.Contato,,,,,nao
comercial,CanalContato,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,CanalContato,EhPrincipal,bit,nao,nao,nao,,,,,,nao
comercial,CanalContato,EhValido,bit,nao,nao,nao,,,,,,nao
comercial,CanalContato,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
comercial,CanalContato,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,CanalContato,Id,bigint,nao,sim,nao,,,,,,nao
comercial,CanalContato,Rotulo,nvarchar(40),sim,nao,nao,,40,,,sim,nao
comercial,CanalContato,Tipo,varchar(20),nao,nao,nao,,20,,,nao,nao
comercial,CanalContato,ValidadoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,CanalContato,Valor,nvarchar(200),nao,nao,nao,,200,,,sim,nao
comercial,CanalContato,ValorNormalizado,varchar(200),nao,nao,nao,,200,,,nao,nao
comercial,Cliente,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Cliente,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
comercial,Cliente,AtividadeEconomica,varchar(7),sim,nao,nao,,7,,,nao,nao
comercial,Cliente,CatalogoDaOrigemId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Cliente,CatalogoDoMotivoInativacaoId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Cliente,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
comercial,Cliente,ClienteMatrizId,bigint,sim,nao,sim,comercial.Cliente,,,,,nao
comercial,Cliente,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,Cliente,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
comercial,Cliente,Documento,varchar(14),sim,nao,nao,,14,,,nao,sim
comercial,Cliente,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,sim
comercial,Cliente,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Cliente,Id,bigint,nao,sim,nao,,,,,,nao
comercial,Cliente,InscricaoEstadual,varchar(20),sim,nao,nao,,20,,,nao,nao
comercial,Cliente,MotivoInativacaoId,int,sim,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Cliente,NomeFantasia,nvarchar(200),sim,nao,nao,,200,,,sim,nao
comercial,Cliente,NomeRazao,nvarchar(200),nao,nao,nao,,200,,,sim,nao
comercial,Cliente,OrigemId,int,sim,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Cliente,ProprietarioEquipeId,bigint,sim,nao,sim,seguranca.Equipe,,,,,nao
comercial,Cliente,ProprietarioId,bigint,nao,nao,sim,seguranca.Usuario,,,,,nao
comercial,Cliente,Situacao,varchar(20),nao,nao,nao,,20,,,nao,nao
comercial,Cliente,SituacaoDesde,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,Cliente,TipoDePessoa,varchar(10),nao,nao,nao,,10,,,nao,nao
comercial,Cliente,Versao,rowversion,sim,nao,nao,,,,,,nao
comercial,ClienteCarteira,CarteiraId,bigint,nao,nao,sim,organizacao.Carteira,,,,,sim
comercial,ClienteCarteira,Classe,char(1),nao,nao,nao,,1,,,nao,nao
comercial,ClienteCarteira,ClienteId,bigint,nao,nao,sim,comercial.Cliente,,,,,sim
comercial,ClienteCarteira,DesvinculadoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,ClienteCarteira,DiasCicloContato,smallint,sim,nao,nao,,,,,,nao
comercial,ClienteCarteira,Id,bigint,nao,sim,nao,,,,,,nao
comercial,ClienteCarteira,PotencialAnual,"decimal(18,2)",sim,nao,nao,,,18,2,,nao
comercial,ClienteCarteira,UltimaInteracaoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,ClienteCarteira,VinculadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,ClienteCarteira,VinculadoPorId,bigint,nao,nao,nao,,,,,,nao
comercial,ClienteContato,CatalogoDoPapelId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,ClienteContato,ClienteId,bigint,nao,nao,sim,comercial.Cliente,,,,,sim
comercial,ClienteContato,ContatoId,bigint,nao,nao,sim,comercial.Contato,,,,,sim
comercial,ClienteContato,EhPrincipal,bit,nao,nao,nao,,,,,,nao
comercial,ClienteContato,EncerrouEm,date,sim,nao,nao,,,,,,nao
comercial,ClienteContato,Id,bigint,nao,sim,nao,,,,,,nao
comercial,ClienteContato,IniciouEm,date,sim,nao,nao,,,,,,nao
comercial,ClienteContato,PapelId,int,nao,nao,sim,metadado.CatalogoItem,,,,,sim
comercial,ConsentimentoComunicacao,Canal,varchar(20),nao,nao,nao,,20,,,nao,nao
comercial,ConsentimentoComunicacao,ClienteId,bigint,sim,nao,sim,comercial.Cliente,,,,,nao
comercial,ConsentimentoComunicacao,Concedido,bit,nao,nao,nao,,,,,,nao
comercial,ConsentimentoComunicacao,ContatoId,bigint,sim,nao,sim,comercial.Contato,,,,,nao
comercial,ConsentimentoComunicacao,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,ConsentimentoComunicacao,DecididaEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,ConsentimentoComunicacao,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
comercial,ConsentimentoComunicacao,EnderecoIp,varchar(45),sim,nao,nao,,45,,,nao,nao
comercial,ConsentimentoComunicacao,Finalidade,varchar(40),nao,nao,nao,,40,,,nao,nao
comercial,ConsentimentoComunicacao,Id,bigint,nao,sim,nao,,,,,,nao
comercial,ConsentimentoComunicacao,OrigemEvidencia,varchar(60),nao,nao,nao,,60,,,nao,nao
comercial,ConsentimentoComunicacao,ReferenciaEvidencia,nvarchar(400),sim,nao,nao,,400,,,sim,nao
comercial,ConsentimentoComunicacao,RegistradoPorId,bigint,sim,nao,nao,,,,,,nao
comercial,Contato,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Contato,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
comercial,Contato,Cargo,nvarchar(80),sim,nao,nao,,80,,,sim,nao
comercial,Contato,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
comercial,Contato,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,Contato,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
comercial,Contato,DataNascimento,date,sim,nao,nao,,,,,,nao
comercial,Contato,Documento,varchar(14),sim,nao,nao,,14,,,nao,sim
comercial,Contato,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,sim
comercial,Contato,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Contato,Id,bigint,nao,sim,nao,,,,,,nao
comercial,Contato,Nome,nvarchar(120),nao,nao,nao,,120,,,sim,nao
comercial,Contato,ProprietarioId,bigint,nao,nao,sim,seguranca.Usuario,,,,,nao
comercial,Contato,Sobrenome,nvarchar(120),sim,nao,nao,,120,,,sim,nao
comercial,Contato,Versao,rowversion,sim,nao,nao,,,,,,nao
comercial,Endereco,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Endereco,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
comercial,Endereco,Bairro,nvarchar(120),sim,nao,nao,,120,,,sim,nao
comercial,Endereco,CatalogoDaCulturaId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Endereco,Cep,char(8),sim,nao,nao,,8,,,nao,nao
comercial,Endereco,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
comercial,Endereco,ClienteId,bigint,nao,nao,sim,comercial.Cliente,,,,,sim
comercial,Endereco,Complemento,nvarchar(120),sim,nao,nao,,120,,,sim,nao
comercial,Endereco,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,Endereco,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
comercial,Endereco,CulturaId,int,sim,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Endereco,EhPrincipal,bit,nao,nao,nao,,,,,,nao
comercial,Endereco,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
comercial,Endereco,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Endereco,Hectares,"decimal(12,2)",sim,nao,nao,,,12,2,,nao
comercial,Endereco,Id,bigint,nao,sim,nao,,,,,,nao
comercial,Endereco,Identificacao,nvarchar(120),sim,nao,nao,,120,,,sim,nao
comercial,Endereco,Latitude,"decimal(10,7)",sim,nao,nao,,,10,7,,nao
comercial,Endereco,Logradouro,nvarchar(200),nao,nao,nao,,200,,,sim,nao
comercial,Endereco,Longitude,"decimal(10,7)",sim,nao,nao,,,10,7,,nao
comercial,Endereco,Municipio,nvarchar(120),nao,nao,nao,,120,,,sim,nao
comercial,Endereco,Numero,varchar(20),sim,nao,nao,,20,,,nao,nao
comercial,Endereco,Tipo,varchar(20),nao,nao,nao,,20,,,nao,nao
comercial,Endereco,Uf,char(2),nao,nao,nao,,2,,,nao,nao
comercial,Endereco,Versao,rowversion,sim,nao,nao,,,,,,nao
comercial,Lead,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Lead,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
comercial,Lead,CatalogoDaOrigemId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Lead,CatalogoDoMotivoDescarteId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Lead,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
comercial,Lead,ClienteGeradoId,bigint,sim,nao,sim,comercial.Cliente,,,,,nao
comercial,Lead,ContatoGeradoId,bigint,sim,nao,sim,comercial.Contato,,,,,nao
comercial,Lead,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
comercial,Lead,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
comercial,Lead,Documento,varchar(14),sim,nao,nao,,14,,,nao,nao
comercial,Lead,Email,nvarchar(200),sim,nao,nao,,200,,,sim,nao
comercial,Lead,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
comercial,Lead,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Lead,Id,bigint,nao,sim,nao,,,,,,nao
comercial,Lead,Interesse,nvarchar(400),sim,nao,nao,,400,,,sim,nao
comercial,Lead,LinhaNegocioId,int,sim,nao,sim,organizacao.LinhaDeNegocio,,,,,nao
comercial,Lead,MotivoDescarteId,int,sim,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Lead,NomeContato,nvarchar(200),nao,nao,nao,,200,,,sim,nao
comercial,Lead,NomeEmpresa,nvarchar(200),sim,nao,nao,,200,,,sim,nao
comercial,Lead,OrigemId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
comercial,Lead,PayloadOriginal,nvarchar(max),sim,nao,nao,,,,,,nao
comercial,Lead,ProcessoGeradoId,bigint,sim,nao,sim,processo.Processo,,,,,nao
comercial,Lead,ProprietarioId,bigint,nao,nao,sim,seguranca.Usuario,,,,,nao
comercial,Lead,QualificadoEm,datetime2(3),sim,nao,nao,,,3,,,nao
comercial,Lead,QualificadoPorId,bigint,sim,nao,sim,seguranca.Usuario,,,,,nao
comercial,Lead,Situacao,varchar(20),nao,nao,nao,,20,,,nao,nao
comercial,Lead,Telefone,varchar(20),sim,nao,nao,,20,,,nao,nao
comercial,Lead,Versao,rowversion,sim,nao,nao,,,,,,nao
documento,Documento,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
documento,Documento,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
documento,Documento,CaminhoArmazenamento,nvarchar(600),nao,nao,nao,,600,,,sim,nao
documento,Documento,CatalogoDoTipoDocumentoId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
documento,Documento,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
documento,Documento,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
documento,Documento,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
documento,Documento,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
documento,Documento,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
documento,Documento,Id,bigint,nao,sim,nao,,,,,,nao
documento,Documento,Nome,nvarchar(260),nao,nao,nao,,260,,,sim,nao
documento,Documento,NumeroVersao,int,nao,nao,nao,,,,,,nao
documento,Documento,ResumoConteudo,char(64),nao,nao,nao,,64,,,nao,nao
documento,Documento,TamanhoBytes,bigint,nao,nao,nao,,,,,,nao
documento,Documento,TipoConteudo,varchar(120),nao,nao,nao,,120,,,nao,nao
documento,Documento,TipoDocumentoId,int,nao,nao,sim,metadado.CatalogoItem,,,,,nao
documento,Documento,ValidoAte,date,sim,nao,nao,,,,,,nao
documento,Documento,Versao,rowversion,sim,nao,nao,,,,,,nao
documento,Vinculo,DocumentoId,bigint,nao,nao,sim,documento.Documento,,,,,sim
documento,Vinculo,Entidade,varchar(40),nao,nao,nao,,40,,,nao,sim
documento,Vinculo,Id,bigint,nao,sim,nao,,,,,,nao
documento,Vinculo,RegistroId,bigint,nao,nao,nao,,,,,,sim
documento,Vinculo,VinculadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
documento,Vinculo,VinculadoPorId,bigint,nao,nao,sim,seguranca.Usuario,,,,,nao
frota,Equipamento,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
frota,Equipamento,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
frota,Equipamento,AnoFabricacao,smallint,sim,nao,nao,,,,,,nao
frota,Equipamento,AnoModelo,smallint,sim,nao,nao,,,,,,nao
frota,Equipamento,Chassi,varchar(40),nao,nao,nao,,40,,,nao,sim
frota,Equipamento,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
frota,Equipamento,ClienteId,bigint,sim,nao,sim,comercial.Cliente,,,,,nao
frota,Equipamento,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
frota,Equipamento,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
frota,Equipamento,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
frota,Equipamento,EnderecoId,bigint,sim,nao,sim,comercial.Endereco,,,,,nao
frota,Equipamento,EquipamentoPaiId,bigint,sim,nao,sim,frota.Equipamento,,,,,nao
frota,Equipamento,EquipamentoSubstitutoId,bigint,sim,nao,sim,frota.Equipamento,,,,,nao
frota,Equipamento,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
frota,Equipamento,GarantiaAte,date,sim,nao,nao,,,,,,nao
frota,Equipamento,HorimetroAtual,"decimal(12,2)",sim,nao,nao,,,12,2,,nao
frota,Equipamento,HorimetroAtualizadoEm,datetime2(3),sim,nao,nao,,,3,,,nao
frota,Equipamento,Id,bigint,nao,sim,nao,,,,,,nao
frota,Equipamento,LocalizacaoDescrita,nvarchar(200),sim,nao,nao,,200,,,sim,nao
frota,Equipamento,ModeloId,int,nao,nao,sim,frota.Modelo,,,,,nao
frota,Equipamento,NumeroSerie,varchar(40),sim,nao,nao,,40,,,nao,nao
frota,Equipamento,Origem,varchar(20),nao,nao,nao,,20,,,nao,nao
frota,Equipamento,Placa,varchar(10),sim,nao,nao,,10,,,nao,nao
frota,Equipamento,Situacao,varchar(20),nao,nao,nao,,20,,,nao,nao
frota,Equipamento,VendidoEm,date,sim,nao,nao,,,,,,nao
frota,Equipamento,Versao,rowversion,sim,nao,nao,,,,,,nao
frota,Familia,Codigo,varchar(20),nao,nao,nao,,20,,,nao,sim
frota,Familia,EstaAtiva,bit,nao,nao,nao,,,,,,nao
frota,Familia,Id,int,nao,sim,nao,,,,,,nao
frota,Familia,MarcaId,int,nao,nao,sim,frota.Marca,,,,,sim
frota,Familia,Nome,nvarchar(80),nao,nao,nao,,80,,,sim,nao
frota,LeituraDeHorimetro,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
frota,LeituraDeHorimetro,EquipamentoId,bigint,nao,nao,sim,frota.Equipamento,,,,,sim
frota,LeituraDeHorimetro,Fonte,varchar(40),nao,nao,nao,,40,,,nao,nao
frota,LeituraDeHorimetro,Horas,"decimal(12,2)",nao,nao,nao,,,12,2,,nao
frota,LeituraDeHorimetro,Id,bigint,nao,sim,nao,,,,,,nao
frota,LeituraDeHorimetro,LidaEm,datetime2(3),nao,nao,nao,,,3,,,sim
frota,LeituraDeHorimetro,RegistradoPorId,bigint,sim,nao,sim,seguranca.Usuario,,,,,nao
frota,Marca,Codigo,varchar(20),nao,nao,nao,,20,,,nao,sim
frota,Marca,EhRepresentada,bit,nao,nao,nao,,,,,,nao
frota,Marca,EstaAtiva,bit,nao,nao,nao,,,,,,nao
frota,Marca,Id,int,nao,sim,nao,,,,,,nao
frota,Marca,Nome,nvarchar(80),nao,nao,nao,,80,,,sim,nao
frota,Modelo,Codigo,varchar(40),nao,nao,nao,,40,,,nao,sim
frota,Modelo,EstaAtivo,bit,nao,nao,nao,,,,,,nao
frota,Modelo,FamiliaId,int,nao,nao,sim,frota.Familia,,,,,nao
frota,Modelo,Id,int,nao,sim,nao,,,,,,nao
frota,Modelo,IntervaloManutencaoHoras,int,sim,nao,nao,,,,,,nao
frota,Modelo,Nome,nvarchar(120),nao,nao,nao,,120,,,sim,nao
frota,Modelo,PotenciaCv,smallint,sim,nao,nao,,,,,,nao
integracao,ChaveExterna,ChaveOrigem,varchar(200),nao,nao,nao,,200,,,nao,sim
integracao,ChaveExterna,Entidade,varchar(40),nao,nao,nao,,40,,,nao,sim
integracao,ChaveExterna,Id,bigint,nao,sim,nao,,,,,,nao
integracao,ChaveExterna,RegistroId,bigint,nao,nao,nao,,,,,,nao
integracao,ChaveExterna,SincronizadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
integracao,ChaveExterna,SistemaId,int,nao,nao,sim,integracao.Sistema,,,,,sim
integracao,MensagemDeSaida,Conteudo,nvarchar(max),nao,nao,nao,,,,,,nao
integracao,MensagemDeSaida,CorrelacaoId,uniqueidentifier,nao,nao,nao,,,,,,nao
integracao,MensagemDeSaida,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
integracao,MensagemDeSaida,EntregueEm,datetime2(3),sim,nao,nao,,,3,,,nao
integracao,MensagemDeSaida,Id,bigint,nao,sim,nao,,,,,,nao
integracao,MensagemDeSaida,ProximaTentativaEm,datetime2(3),sim,nao,nao,,,3,,,nao
integracao,MensagemDeSaida,SistemaId,int,nao,nao,sim,integracao.Sistema,,,,,nao
integracao,MensagemDeSaida,Situacao,varchar(30),nao,nao,nao,,30,,,nao,nao
integracao,MensagemDeSaida,Tentativas,smallint,nao,nao,nao,,,,,,nao
integracao,MensagemDeSaida,Tipo,varchar(60),nao,nao,nao,,60,,,nao,nao
integracao,MensagemDeSaida,UltimoErro,nvarchar(2000),sim,nao,nao,,2000,,,sim,nao
integracao,MensagemDescartada,Conteudo,nvarchar(max),nao,nao,nao,,,,,,nao
integracao,MensagemDescartada,DescartadaEm,datetime2(3),nao,nao,nao,,,3,,,nao
integracao,MensagemDescartada,Erro,nvarchar(4000),nao,nao,nao,,4000,,,sim,nao
integracao,MensagemDescartada,Fluxo,varchar(60),nao,nao,nao,,60,,,nao,nao
integracao,MensagemDescartada,Id,bigint,nao,sim,nao,,,,,,nao
integracao,MensagemDescartada,MensagemDeSaidaId,bigint,sim,nao,sim,integracao.MensagemDeSaida,,,,,nao
integracao,MensagemDescartada,Tentativas,smallint,nao,nao,nao,,,,,,nao
integracao,MensagemDescartada,TratadaEm,datetime2(3),sim,nao,nao,,,3,,,nao
integracao,MensagemDescartada,TratadaPorId,bigint,sim,nao,sim,seguranca.Usuario,,,,,nao
integracao,MensagemDescartada,Tratativa,nvarchar(1000),sim,nao,nao,,1000,,,sim,nao
integracao,PontoDeSincronismo,Fluxo,varchar(60),nao,nao,nao,,60,,,nao,sim
integracao,PontoDeSincronismo,Id,int,nao,sim,nao,,,,,,nao
integracao,PontoDeSincronismo,MinutosParaAlarme,int,nao,nao,nao,,,,,,nao
integracao,PontoDeSincronismo,ProcessadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
integracao,PontoDeSincronismo,RegistrosErro,int,nao,nao,nao,,,,,,nao
integracao,PontoDeSincronismo,RegistrosGravados,int,nao,nao,nao,,,,,,nao
integracao,PontoDeSincronismo,RegistrosLidos,int,nao,nao,nao,,,,,,nao
integracao,PontoDeSincronismo,SistemaId,int,nao,nao,sim,integracao.Sistema,,,,,nao
integracao,PontoDeSincronismo,UltimoValor,varchar(100),nao,nao,nao,,100,,,nao,nao
integracao,Recepcao,ChaveOrigem,varchar(200),nao,nao,nao,,200,,,nao,nao
integracao,Recepcao,Conteudo,nvarchar(max),nao,nao,nao,,,,,,nao
integracao,Recepcao,Entidade,varchar(40),nao,nao,nao,,40,,,nao,nao
integracao,Recepcao,Erro,nvarchar(4000),sim,nao,nao,,4000,,,sim,nao
integracao,Recepcao,ExpurgarApos,datetime2(3),nao,nao,nao,,,3,,,nao
integracao,Recepcao,Id,bigint,nao,sim,nao,,,,,,nao
integracao,Recepcao,ProcessadaEm,datetime2(3),sim,nao,nao,,,3,,,nao
integracao,Recepcao,RecebidaEm,datetime2(3),nao,sim,nao,,,3,,,nao
integracao,Recepcao,SistemaId,int,nao,nao,sim,integracao.Sistema,,,,,nao
integracao,Recepcao,Situacao,varchar(20),nao,nao,nao,,20,,,nao,nao
integracao,Sistema,Codigo,varchar(20),nao,nao,nao,,20,,,nao,sim
integracao,Sistema,EstaAtivo,bit,nao,nao,nao,,,,,,nao
integracao,Sistema,Id,int,nao,sim,nao,,,,,,nao
integracao,Sistema,MeioDeAcesso,varchar(40),nao,nao,nao,,40,,,nao,nao
integracao,Sistema,Nome,nvarchar(120),nao,nao,nao,,120,,,sim,nao
integracao,Sistema,ResponsavelTecnico,nvarchar(120),sim,nao,nao,,120,,,sim,nao
metadado,CampoPersonalizado,Campo,varchar(60),nao,nao,nao,,60,,,nao,sim
metadado,CampoPersonalizado,CatalogoId,int,sim,nao,sim,metadado.Catalogo,,,,,nao
metadado,CampoPersonalizado,CondicaoVisibilidade,nvarchar(1000),sim,nao,nao,,1000,,,sim,nao
metadado,CampoPersonalizado,EhObrigatorio,bit,nao,nao,nao,,,,,,nao
metadado,CampoPersonalizado,EhPersonalizado,bit,nao,nao,nao,,,,,,nao
metadado,CampoPersonalizado,Entidade,varchar(40),nao,nao,nao,,40,,,nao,sim
metadado,CampoPersonalizado,EstaAtivo,bit,nao,nao,nao,,,,,,nao
metadado,CampoPersonalizado,Grupo,nvarchar(60),sim,nao,nao,,60,,,sim,nao
metadado,CampoPersonalizado,Id,int,nao,sim,nao,,,,,,nao
metadado,CampoPersonalizado,NoResumo,bit,nao,nao,nao,,,,,,nao
metadado,CampoPersonalizado,Ordem,smallint,nao,nao,nao,,,,,,nao
metadado,CampoPersonalizado,Rotulo,nvarchar(80),nao,nao,nao,,80,,,sim,nao
metadado,CampoPersonalizado,TamanhoMaximo,int,sim,nao,nao,,,,,,nao
metadado,CampoPersonalizado,TipoDeCampo,varchar(20),nao,nao,nao,,20,,,nao,nao
metadado,CampoPersonalizado,Validacao,nvarchar(max),sim,nao,nao,,,,,,nao
metadado,Catalogo,Codigo,varchar(40),nao,nao,nao,,40,,,nao,sim
metadado,Catalogo,Descricao,nvarchar(400),sim,nao,nao,,400,,,sim,nao
metadado,Catalogo,EstaAtivo,bit,nao,nao,nao,,,,,,nao
metadado,Catalogo,Id,int,nao,sim,nao,,,,,,nao
metadado,Catalogo,Nome,nvarchar(120),nao,nao,nao,,120,,,sim,nao
metadado,Catalogo,PermiteItemNovo,bit,nao,nao,nao,,,,,,nao
metadado,CatalogoItem,CatalogoId,int,nao,nao,sim,metadado.Catalogo,,,,,sim
